ctcf	sequence	type
MACS_peak_1617	ENSG00000133069	gene
MACS_peak_1620	ENSG00000162873	gene
MACS_peak_1621	ENSG00000186007	gene
MACS_peak_1623	ENSG00000186007	gene
MACS_peak_1624	ENSG00000186007	gene
MACS_peak_1625	ENSG00000117266	gene
MACS_peak_1626	ENSG00000174514	gene
MACS_peak_1628	ENSG00000158715	gene
MACS_peak_1629	ENSG00000069275	gene
MACS_peak_1630	ENSG00000133065	gene
MACS_peak_1633	ENSG00000266028	gene
MACS_peak_1637	ENSG00000266028	gene
MACS_peak_1638	ENSG00000266028	gene
MACS_peak_1639	ENSG00000263528	gene
MACS_peak_1641	ENSG00000266094	gene
MACS_peak_1642	ENSG00000266094	gene
MACS_peak_1643	ENSG00000143486	gene
MACS_peak_1643	ENSG00000266094	gene
MACS_peak_1649	ENSG00000162894	gene
MACS_peak_1650	ENSG00000123836	gene
MACS_peak_1651	ENSG00000180667	gene
MACS_peak_1651	ENSG00000123836	gene
MACS_peak_1652	ENSG00000123836	gene
MACS_peak_1658	ENSG00000203710	gene
MACS_peak_1659	ENSG00000203710	gene
MACS_peak_1660	ENSG00000197721	gene
MACS_peak_1661	ENSG00000197721	gene
MACS_peak_1662	ENSG00000197721	gene
MACS_peak_1663	ENSG00000197721	gene
MACS_peak_1664	ENSG00000197721	gene
MACS_peak_1665	ENSG00000197721	gene
MACS_peak_1670	ENSG00000117594	gene
MACS_peak_1671	ENSG00000143469	gene
MACS_peak_1672	ENSG00000143469	gene
MACS_peak_1673	ENSG00000054392	gene
MACS_peak_1674	ENSG00000054392	gene
MACS_peak_1675	ENSG00000054392	gene
MACS_peak_1676	ENSG00000284299	gene
MACS_peak_1676	ENSG00000143473	gene
MACS_peak_1677	ENSG00000143476	gene
MACS_peak_1680	ENSG00000136643	gene
MACS_peak_1681	ENSG00000136643	gene
MACS_peak_1687	ENSG00000082482	gene
MACS_peak_1688	ENSG00000082482	gene
MACS_peak_1689	ENSG00000082482	gene
MACS_peak_1694	ENSG00000136636	gene
MACS_peak_1695	ENSG00000042781	gene
MACS_peak_1696	ENSG00000042781	gene
MACS_peak_1697	ENSG00000042781	gene
MACS_peak_1698	ENSG00000042781	gene
MACS_peak_1699	ENSG00000042781	gene
MACS_peak_1700	ENSG00000042781	gene
MACS_peak_1701	ENSG00000042781	gene
MACS_peak_1702	ENSG00000042781	gene
MACS_peak_1703	ENSG00000042781	gene
MACS_peak_1706	ENSG00000196482	gene
MACS_peak_1708	ENSG00000196482	gene
MACS_peak_1709	ENSG00000196482	gene
MACS_peak_1710	ENSG00000092978	gene
MACS_peak_1711	ENSG00000162814	gene
MACS_peak_1712	ENSG00000162814	gene
MACS_peak_1713	ENSG00000162814	gene
MACS_peak_1720	ENSG00000067533	gene
MACS_peak_1721	ENSG00000067533	gene
MACS_peak_1723	ENSG00000092969	gene
MACS_peak_1724	ENSG00000092969	gene
MACS_peak_1725	ENSG00000092969	gene
MACS_peak_1728	ENSG00000143353	gene
MACS_peak_1731	ENSG00000196660	gene
MACS_peak_1732	ENSG00000196660	gene
MACS_peak_1733	ENSG00000196660	gene
MACS_peak_1734	ENSG00000196660	gene
MACS_peak_1735	ENSG00000196660	gene
MACS_peak_1736	ENSG00000196660	gene
MACS_peak_1738	ENSG00000136628	gene
MACS_peak_1739	ENSG00000067704	gene
MACS_peak_1740	ENSG00000118873	gene
MACS_peak_1741	ENSG00000118873	gene
MACS_peak_1742	ENSG00000118873	gene
MACS_peak_1744	ENSG00000117791	gene
MACS_peak_1745	ENSG00000186205	gene
MACS_peak_1755	ENSG00000154309	gene
MACS_peak_1759	ENSG00000143502	gene
MACS_peak_1761	ENSG00000143502	gene
MACS_peak_1775	ENSG00000143771	gene
MACS_peak_1776	ENSG00000162923	gene
MACS_peak_1777	ENSG00000185842	gene
MACS_peak_1778	ENSG00000185842	gene
MACS_peak_1779	ENSG00000185842	gene
MACS_peak_1780	ENSG00000185842	gene
MACS_peak_1781	ENSG00000185842	gene
MACS_peak_1782	ENSG00000185842	gene
MACS_peak_1783	ENSG00000154380	gene
MACS_peak_1785	ENSG00000163041	gene
MACS_peak_1787	ENSG00000143772	gene
MACS_peak_1788	ENSG00000163050	gene
MACS_peak_1791	ENSG00000143816	gene
MACS_peak_1818	ENSG00000069248	gene
MACS_peak_1820	ENSG00000143641	gene
MACS_peak_1826	ENSG00000162946	gene
MACS_peak_1826	ENSG00000270106	gene
MACS_peak_1827	ENSG00000162946	gene
MACS_peak_1827	ENSG00000270106	gene
MACS_peak_1828	ENSG00000162946	gene
MACS_peak_1836	ENSG00000285053	gene
MACS_peak_1837	ENSG00000285053	gene
MACS_peak_1837	ENSG00000284770	gene
MACS_peak_1838	ENSG00000285053	gene
MACS_peak_1838	ENSG00000284770	gene
MACS_peak_1839	ENSG00000285053	gene
MACS_peak_1839	ENSG00000284770	gene
MACS_peak_1840	ENSG00000116962	gene
MACS_peak_1841	ENSG00000119285	gene
MACS_peak_1843	ENSG00000116984	gene
MACS_peak_1844	ENSG00000198626	gene
MACS_peak_1850	ENSG00000133019	gene
MACS_peak_1851	ENSG00000133019	gene
MACS_peak_1855	ENSG00000182901	gene
MACS_peak_1856	ENSG00000054277	gene
MACS_peak_1857	ENSG00000162843	gene
MACS_peak_1861	ENSG00000180287	gene
MACS_peak_1862	ENSG00000180287	gene
MACS_peak_1863	ENSG00000180287	gene
MACS_peak_1864	ENSG00000180287	gene
MACS_peak_1872	ENSG00000054282	gene
MACS_peak_1873	ENSG00000054282	gene
MACS_peak_1873	ENSG00000117020	gene
MACS_peak_1876	ENSG00000179397	gene
MACS_peak_1877	ENSG00000179397	gene
MACS_peak_1878	ENSG00000179397	gene
MACS_peak_1879	ENSG00000179397	gene
MACS_peak_1880	ENSG00000203666	gene
MACS_peak_1881	ENSG00000185420	gene
MACS_peak_1882	ENSG00000185420	gene
MACS_peak_1887	ENSG00000135747	gene
MACS_peak_1887	ENSG00000197472	gene
MACS_peak_1888	ENSG00000196418	gene
MACS_peak_1889	ENSG00000169224	gene
MACS_peak_4	ENSG00000238009	other
MACS_peak_5	ENSG00000238009	other
MACS_peak_6	ENSG00000238009	other
MACS_peak_9	ENSG00000228463	other
MACS_peak_10	ENSG00000228463	other
MACS_peak_11	ENSG00000228463	other
MACS_peak_12	ENSG00000237094	other
MACS_peak_13	ENSG00000237094	other
MACS_peak_14	ENSG00000237094	other
MACS_peak_15	ENSG00000237094	other
MACS_peak_16	ENSG00000237094	other
MACS_peak_17	ENSG00000237094	other
MACS_peak_19	ENSG00000237094	other
MACS_peak_20	ENSG00000237094	other
MACS_peak_22	ENSG00000237094	other
MACS_peak_23	ENSG00000228463	other
MACS_peak_27	ENSG00000230021	other
MACS_peak_28	ENSG00000230021	other
MACS_peak_29	ENSG00000230021	other
MACS_peak_30	ENSG00000230021	other
MACS_peak_31	ENSG00000230021	other
MACS_peak_32	ENSG00000228327	other
MACS_peak_32	ENSG00000230021	other
MACS_peak_33	ENSG00000228327	other
MACS_peak_33	ENSG00000230021	other
MACS_peak_34	ENSG00000228327	other
MACS_peak_34	ENSG00000230021	other
MACS_peak_35	ENSG00000228327	other
MACS_peak_35	ENSG00000230021	other
MACS_peak_36	ENSG00000228327	other
MACS_peak_36	ENSG00000230021	other
MACS_peak_37	ENSG00000230021	other
MACS_peak_37	ENSG00000237491	other
MACS_peak_39	ENSG00000230021	other
MACS_peak_39	ENSG00000237491	other
MACS_peak_40	ENSG00000230021	other
MACS_peak_40	ENSG00000237491	other
MACS_peak_41	ENSG00000228794	other
MACS_peak_68	ENSG00000238290	other
MACS_peak_74	ENSG00000228526	other
MACS_peak_83	ENSG00000284708	other
MACS_peak_105	ENSG00000215908	other
MACS_peak_106	ENSG00000215908	other
MACS_peak_107	ENSG00000215908	other
MACS_peak_108	ENSG00000280114	other
MACS_peak_109	ENSG00000227684	other
MACS_peak_133	ENSG00000236810	other
MACS_peak_160	ENSG00000225886	other
MACS_peak_170	ENSG00000284676	other
MACS_peak_179	ENSG00000203325	other
MACS_peak_209	ENSG00000284719	other
MACS_peak_232	ENSG00000230615	other
MACS_peak_233	ENSG00000230615	other
MACS_peak_248	ENSG00000232022	other
MACS_peak_255	ENSG00000154198	other
MACS_peak_258	ENSG00000225506	other
MACS_peak_267	ENSG00000242267	other
MACS_peak_268	ENSG00000242267	other
MACS_peak_269	ENSG00000242267	other
MACS_peak_270	ENSG00000242267	other
MACS_peak_271	ENSG00000242267	other
MACS_peak_272	ENSG00000242267	other
MACS_peak_277	ENSG00000229846	other
MACS_peak_278	ENSG00000229846	other
MACS_peak_279	ENSG00000230114	other
MACS_peak_280	ENSG00000230114	other
MACS_peak_281	ENSG00000230114	other
MACS_peak_282	ENSG00000230114	other
MACS_peak_283	ENSG00000230114	other
MACS_peak_305	ENSG00000285954	other
MACS_peak_310	ENSG00000234810	other
MACS_peak_311	ENSG00000260971	other
MACS_peak_322	ENSG00000283445	other
MACS_peak_323	ENSG00000237352	other
MACS_peak_324	ENSG00000224609	other
MACS_peak_342	ENSG00000231252	other
MACS_peak_349	ENSG00000224209	other
MACS_peak_350	ENSG00000224209	other
MACS_peak_380	ENSG00000232284	other
MACS_peak_381	ENSG00000285407	other
MACS_peak_382	ENSG00000285407	other
MACS_peak_383	ENSG00000285407	other
MACS_peak_386	ENSG00000223883	other
MACS_peak_387	ENSG00000223883	other
MACS_peak_398	ENSG00000229051	other
MACS_peak_400	ENSG00000229956	other
MACS_peak_407	ENSG00000285808	other
MACS_peak_407	ENSG00000225087	other
MACS_peak_411	ENSG00000233973	other
MACS_peak_412	ENSG00000223479	other
MACS_peak_427	ENSG00000230863	other
MACS_peak_428	ENSG00000230863	other
MACS_peak_429	ENSG00000230863	other
MACS_peak_430	ENSG00000230863	other
MACS_peak_431	ENSG00000230863	other
MACS_peak_435	ENSG00000225605	other
MACS_peak_475	ENSG00000233290	other
MACS_peak_476	ENSG00000230817	other
MACS_peak_477	ENSG00000230817	other
MACS_peak_486	ENSG00000233008	other
MACS_peak_487	ENSG00000233008	other
MACS_peak_499	ENSG00000223653	other
MACS_peak_517	ENSG00000237505	other
MACS_peak_518	ENSG00000237505	other
MACS_peak_550	ENSG00000224081	other
MACS_peak_556	ENSG00000231987	other
MACS_peak_562	ENSG00000232878	other
MACS_peak_563	ENSG00000232878	other
MACS_peak_564	ENSG00000232878	other
MACS_peak_565	ENSG00000232878	other
MACS_peak_570	ENSG00000225206	other
MACS_peak_573	ENSG00000226053	other
MACS_peak_574	ENSG00000226053	other
MACS_peak_580	ENSG00000224616	other
MACS_peak_584	ENSG00000231671	other
MACS_peak_591	ENSG00000233359	other
MACS_peak_592	ENSG00000233359	other
MACS_peak_598	ENSG00000224613	other
MACS_peak_614	ENSG00000233047	other
MACS_peak_646	ENSG00000232551	other
MACS_peak_682	ENSG00000241361	other
MACS_peak_683	ENSG00000241361	other
MACS_peak_684	ENSG00000238118	other
MACS_peak_714	ENSG00000232811	other
MACS_peak_719	ENSG00000231437	other
MACS_peak_722	ENSG00000231246	other
MACS_peak_723	ENSG00000231246	other
MACS_peak_724	ENSG00000231246	other
MACS_peak_725	ENSG00000231246	other
MACS_peak_728	ENSG00000226419	other
MACS_peak_728	ENSG00000238198	other
MACS_peak_729	ENSG00000238198	other
MACS_peak_745	ENSG00000226167	other
MACS_peak_749	ENSG00000282048	other
MACS_peak_752	ENSG00000232895	other
MACS_peak_758	ENSG00000225650	other
MACS_peak_792	ENSG00000203865	other
MACS_peak_793	ENSG00000233154	other
MACS_peak_805	ENSG00000236137	other
MACS_peak_807	ENSG00000235202	other
MACS_peak_829	ENSG00000231365	other
MACS_peak_830	ENSG00000231365	other
MACS_peak_831	ENSG00000231365	other
MACS_peak_831	ENSG00000227712	other
MACS_peak_832	ENSG00000227712	other
MACS_peak_849	ENSG00000231752	other
MACS_peak_850	ENSG00000224857	other
MACS_peak_904	ENSG00000270872	other
MACS_peak_908	ENSG00000270872	other
MACS_peak_917	ENSG00000270231	other
MACS_peak_918	ENSG00000274642	other
MACS_peak_918	ENSG00000223804	other
MACS_peak_919	ENSG00000274642	other
MACS_peak_919	ENSG00000223804	other
MACS_peak_921	ENSG00000255148	other
MACS_peak_931	ENSG00000275140	other
MACS_peak_958	ENSG00000276975	other
MACS_peak_959	ENSG00000276975	other
MACS_peak_960	ENSG00000276975	other
MACS_peak_968	ENSG00000278811	other
MACS_peak_970	ENSG00000278811	other
MACS_peak_972	ENSG00000278811	other
MACS_peak_973	ENSG00000278811	other
MACS_peak_974	ENSG00000278811	other
MACS_peak_975	ENSG00000278811	other
MACS_peak_988	ENSG00000227733	other
MACS_peak_989	ENSG00000227733	other
MACS_peak_991	ENSG00000224481	other
MACS_peak_991	ENSG00000274020	other
MACS_peak_992	ENSG00000274020	other
MACS_peak_996	ENSG00000274020	other
MACS_peak_997	ENSG00000274020	other
MACS_peak_1006	ENSG00000237343	other
MACS_peak_1013	ENSG00000274927	other
MACS_peak_1014	ENSG00000274927	other
MACS_peak_1015	ENSG00000274927	other
MACS_peak_1027	ENSG00000233030	other
MACS_peak_1029	ENSG00000285184	other
MACS_peak_1041	ENSG00000203804	other
MACS_peak_1060	ENSG00000285651	other
MACS_peak_1063	ENSG00000229021	other
MACS_peak_1064	ENSG00000229021	other
MACS_peak_1065	ENSG00000233792	other
MACS_peak_1067	ENSG00000237975	other
MACS_peak_1068	ENSG00000237975	other
MACS_peak_1069	ENSG00000237975	other
MACS_peak_1070	ENSG00000237975	other
MACS_peak_1089	ENSG00000231827	other
MACS_peak_1107	ENSG00000246203	other
MACS_peak_1127	ENSG00000233712	other
MACS_peak_1145	ENSG00000225670	other
MACS_peak_1150	ENSG00000228560	other
MACS_peak_1151	ENSG00000228560	other
MACS_peak_1152	ENSG00000228560	other
MACS_peak_1159	ENSG00000228863	other
MACS_peak_1168	ENSG00000283360	other
MACS_peak_1169	ENSG00000283360	other
MACS_peak_1170	ENSG00000283360	other
MACS_peak_1171	ENSG00000283360	other
MACS_peak_1180	ENSG00000232892	other
MACS_peak_1181	ENSG00000232995	other
MACS_peak_1182	ENSG00000232995	other
MACS_peak_1219	ENSG00000227722	other
MACS_peak_1220	ENSG00000227722	other
MACS_peak_1221	ENSG00000227722	other
MACS_peak_1222	ENSG00000228697	other
MACS_peak_1226	ENSG00000203601	other
MACS_peak_1226	ENSG00000285622	other
MACS_peak_1227	ENSG00000285622	other
MACS_peak_1255	ENSG00000224228	other
MACS_peak_1256	ENSG00000224228	other
MACS_peak_1257	ENSG00000224228	other
MACS_peak_1262	ENSG00000203739	other
MACS_peak_1285	ENSG00000229531	other
MACS_peak_1291	ENSG00000260990	other
MACS_peak_1308	ENSG00000224968	other
MACS_peak_1309	ENSG00000227579	other
MACS_peak_1310	ENSG00000227579	other
MACS_peak_1311	ENSG00000227579	other
MACS_peak_1385	ENSG00000260976	other
MACS_peak_1386	ENSG00000260976	other
MACS_peak_1390	ENSG00000228309	other
MACS_peak_1411	ENSG00000230426	other
MACS_peak_1412	ENSG00000230426	other
MACS_peak_1413	ENSG00000230426	other
MACS_peak_1414	ENSG00000230426	other
MACS_peak_1416	ENSG00000230426	other
MACS_peak_1417	ENSG00000230426	other
MACS_peak_1418	ENSG00000230426	other
MACS_peak_1419	ENSG00000230426	other
MACS_peak_1429	ENSG00000226486	other
MACS_peak_1430	ENSG00000226486	other
MACS_peak_1438	ENSG00000230987	other
MACS_peak_1441	ENSG00000225811	other
MACS_peak_1442	ENSG00000225811	other
MACS_peak_1447	ENSG00000231175	other
MACS_peak_1448	ENSG00000285638	other
MACS_peak_1449	ENSG00000285638	other
MACS_peak_1450	ENSG00000285638	other
MACS_peak_1458	ENSG00000285280	other
MACS_peak_1459	ENSG00000285280	other
MACS_peak_1460	ENSG00000285280	other
MACS_peak_1461	ENSG00000285280	other
MACS_peak_1462	ENSG00000285280	other
MACS_peak_1463	ENSG00000285280	other
MACS_peak_1464	ENSG00000236069	other
MACS_peak_1464	ENSG00000285280	other
MACS_peak_1465	ENSG00000285280	other
MACS_peak_1466	ENSG00000285280	other
MACS_peak_1467	ENSG00000285280	other
MACS_peak_1479	ENSG00000285718	other
MACS_peak_1502	ENSG00000285986	other
MACS_peak_1503	ENSG00000285986	other
MACS_peak_1534	ENSG00000203721	other
MACS_peak_1535	ENSG00000203721	other
MACS_peak_1535	ENSG00000230623	other
MACS_peak_1550	ENSG00000224536	other
MACS_peak_1551	ENSG00000223396	other
MACS_peak_1569	ENSG00000214796	other
MACS_peak_1606	ENSG00000226330	other
MACS_peak_1607	ENSG00000226330	other
MACS_peak_1634	ENSG00000236889	other
MACS_peak_1653	ENSG00000243636	other
MACS_peak_1653	ENSG00000224462	other
MACS_peak_1656	ENSG00000283044	other
MACS_peak_1660	ENSG00000244703	other
MACS_peak_1699	ENSG00000229242	other
MACS_peak_1714	ENSG00000231814	other
MACS_peak_1715	ENSG00000231814	other
MACS_peak_1730	ENSG00000228536	other
MACS_peak_1749	ENSG00000238042	other
MACS_peak_1750	ENSG00000228437	other
MACS_peak_1751	ENSG00000236230	other
MACS_peak_1752	ENSG00000236230	other
MACS_peak_1754	ENSG00000276997	other
MACS_peak_1755	ENSG00000278610	other
MACS_peak_1845	ENSG00000237250	other
MACS_peak_1861	ENSG00000224525	other
MACS_peak_1861	ENSG00000272865	other
MACS_peak_1869	ENSG00000214837	other
MACS_peak_1870	ENSG00000214837	other
MACS_peak_1871	ENSG00000214837	other
MACS_peak_1874	ENSG00000226828	other
MACS_peak_1889	ENSG00000236817	other
MACS_peak_1890	ENSG00000235749	other
MACS_peak_9822	ENSG00000276975	other
MACS_peak_9823	ENSG00000276975	other
MACS_peak_9824	ENSG00000276975	other
MACS_peak_9825	ENSG00000276975	other
MACS_peak_9826	ENSG00000276975	other
MACS_peak_9827	ENSG00000276975	other
MACS_peak_9829	ENSG00000276975	other
MACS_peak_9830	ENSG00000276975	other
MACS_peak_9831	ENSG00000276975	other
MACS_peak_9832	ENSG00000276975	other
MACS_peak_9833	ENSG00000276975	other
MACS_peak_9834	ENSG00000276975	other
MACS_peak_9835	ENSG00000276975	other
MACS_peak_9836	ENSG00000276975	other
MACS_peak_9972	ENSG00000084674	promoter
MACS_peak_10013	ENSG00000138028	promoter
MACS_peak_10016	ENSG00000115234	promoter
MACS_peak_10045	ENSG00000158125	promoter
MACS_peak_10340	ENSG00000144031	promoter
MACS_peak_11239	ENSG00000155636	promoter
MACS_peak_11332	ENSG00000138381	promoter
MACS_peak_11564	ENSG00000115649	promoter
MACS_peak_11664	ENSG00000185176	promoter
MACS_peak_9841	ENSG00000035115	gene
MACS_peak_9847	ENSG00000172554	gene
MACS_peak_9848	ENSG00000172554	gene
MACS_peak_9850	ENSG00000172554	gene
MACS_peak_9852	ENSG00000115705	gene
MACS_peak_9854	ENSG00000186487	gene
MACS_peak_9856	ENSG00000032389	gene
MACS_peak_9858	ENSG00000171853	gene
MACS_peak_9859	ENSG00000171853	gene
MACS_peak_9874	ENSG00000134321	gene
MACS_peak_9875	ENSG00000151692	gene
MACS_peak_9884	ENSG00000143797	gene
MACS_peak_9886	ENSG00000151693	gene
MACS_peak_9887	ENSG00000151694	gene
MACS_peak_9889	ENSG00000115750	gene
MACS_peak_9890	ENSG00000172059	gene
MACS_peak_9892	ENSG00000115761	gene
MACS_peak_9893	ENSG00000143870	gene
MACS_peak_9899	ENSG00000169016	gene
MACS_peak_9900	ENSG00000134324	gene
MACS_peak_9901	ENSG00000134324	gene
MACS_peak_9902	ENSG00000134324	gene
MACS_peak_9903	ENSG00000134324	gene
MACS_peak_9931	ENSG00000151779	gene
MACS_peak_9932	ENSG00000151779	gene
MACS_peak_9935	ENSG00000197872	gene
MACS_peak_9941	ENSG00000163032	gene
MACS_peak_9942	ENSG00000163029	gene
MACS_peak_9943	ENSG00000163029	gene
MACS_peak_9945	ENSG00000170745	gene
MACS_peak_9946	ENSG00000170745	gene
MACS_peak_9948	ENSG00000170745	gene
MACS_peak_9949	ENSG00000170745	gene
MACS_peak_9950	ENSG00000170745	gene
MACS_peak_9951	ENSG00000170745	gene
MACS_peak_9952	ENSG00000170745	gene
MACS_peak_9953	ENSG00000170745	gene
MACS_peak_9967	ENSG00000055917	gene
MACS_peak_9968	ENSG00000118960	gene
MACS_peak_9970	ENSG00000143869	gene
MACS_peak_9971	ENSG00000118961	gene
MACS_peak_9992	ENSG00000119778	gene
MACS_peak_9993	ENSG00000119778	gene
MACS_peak_9994	ENSG00000119778	gene
MACS_peak_9996	ENSG00000186453	gene
MACS_peak_10000	ENSG00000119772	gene
MACS_peak_10001	ENSG00000119772	gene
MACS_peak_10003	ENSG00000138101	gene
MACS_peak_10004	ENSG00000138101	gene
MACS_peak_10005	ENSG00000138101	gene
MACS_peak_10006	ENSG00000138101	gene
MACS_peak_10008	ENSG00000157856	gene
MACS_peak_10009	ENSG00000157884	gene
MACS_peak_10011	ENSG00000157851	gene
MACS_peak_10012	ENSG00000084764	gene
MACS_peak_10013	ENSG00000138030	gene
MACS_peak_10015	ENSG00000138100	gene
MACS_peak_10017	ENSG00000243943	gene
MACS_peak_10018	ENSG00000163798	gene
MACS_peak_10019	ENSG00000243147	gene
MACS_peak_10019	ENSG00000158019	gene
MACS_peak_10020	ENSG00000158019	gene
MACS_peak_10021	ENSG00000158019	gene
MACS_peak_10023	ENSG00000163803	gene
MACS_peak_10024	ENSG00000163806	gene
MACS_peak_10027	ENSG00000171094	gene
MACS_peak_10029	ENSG00000171094	gene
MACS_peak_10036	ENSG00000172954	gene
MACS_peak_10043	ENSG00000158089	gene
MACS_peak_10047	ENSG00000277893	gene
MACS_peak_10050	ENSG00000162959	gene
MACS_peak_10050	ENSG00000162961	gene
MACS_peak_10051	ENSG00000162959	gene
MACS_peak_10051	ENSG00000162961	gene
MACS_peak_10052	ENSG00000115760	gene
MACS_peak_10053	ENSG00000115760	gene
MACS_peak_10058	ENSG00000049323	gene
MACS_peak_10059	ENSG00000049323	gene
MACS_peak_10061	ENSG00000049323	gene
MACS_peak_10062	ENSG00000049323	gene
MACS_peak_10087	ENSG00000205221	gene
MACS_peak_10089	ENSG00000115808	gene
MACS_peak_10093	ENSG00000163171	gene
MACS_peak_10098	ENSG00000115841	gene
MACS_peak_10099	ENSG00000115841	gene
MACS_peak_10100	ENSG00000115841	gene
MACS_peak_10102	ENSG00000115841	gene
MACS_peak_10103	ENSG00000115841	gene
MACS_peak_10105	ENSG00000119787	gene
MACS_peak_10106	ENSG00000119787	gene
MACS_peak_10108	ENSG00000152147	gene
MACS_peak_10109	ENSG00000188010	gene
MACS_peak_10109	ENSG00000214694	gene
MACS_peak_10110	ENSG00000214694	gene
MACS_peak_10111	ENSG00000115904	gene
MACS_peak_10112	ENSG00000115904	gene
MACS_peak_10117	ENSG00000183023	gene
MACS_peak_10118	ENSG00000183023	gene
MACS_peak_10119	ENSG00000183023	gene
MACS_peak_10120	ENSG00000183023	gene
MACS_peak_10121	ENSG00000183023	gene
MACS_peak_10130	ENSG00000115944	gene
MACS_peak_10131	ENSG00000171126	gene
MACS_peak_10132	ENSG00000057935	gene
MACS_peak_10133	ENSG00000057935	gene
MACS_peak_10139	ENSG00000115970	gene
MACS_peak_10141	ENSG00000115970	gene
MACS_peak_10142	ENSG00000115970	gene
MACS_peak_10143	ENSG00000115970	gene
MACS_peak_10144	ENSG00000152527	gene
MACS_peak_10145	ENSG00000143921	gene
MACS_peak_10146	ENSG00000138095	gene
MACS_peak_10147	ENSG00000285542	gene
MACS_peak_10148	ENSG00000285542	gene
MACS_peak_10149	ENSG00000143919	gene
MACS_peak_10150	ENSG00000143919	gene
MACS_peak_10151	ENSG00000143919	gene
MACS_peak_10153	ENSG00000068784	gene
MACS_peak_10154	ENSG00000068784	gene
MACS_peak_10155	ENSG00000068784	gene
MACS_peak_10156	ENSG00000068784	gene
MACS_peak_10157	ENSG00000068784	gene
MACS_peak_10158	ENSG00000171132	gene
MACS_peak_10161	ENSG00000171150	gene
MACS_peak_10168	ENSG00000243244	gene
MACS_peak_10168	ENSG00000068781	gene
MACS_peak_10169	ENSG00000068781	gene
MACS_peak_10170	ENSG00000068781	gene
MACS_peak_10170	ENSG00000242441	gene
MACS_peak_10171	ENSG00000068781	gene
MACS_peak_10171	ENSG00000279956	gene
MACS_peak_10171	ENSG00000138039	gene
MACS_peak_10174	ENSG00000170820	gene
MACS_peak_10178	ENSG00000179915	gene
MACS_peak_10179	ENSG00000179915	gene
MACS_peak_10180	ENSG00000179915	gene
MACS_peak_10181	ENSG00000179915	gene
MACS_peak_10182	ENSG00000179915	gene
MACS_peak_10202	ENSG00000170634	gene
MACS_peak_10203	ENSG00000170634	gene
MACS_peak_10205	ENSG00000214595	gene
MACS_peak_10206	ENSG00000214595	gene
MACS_peak_10207	ENSG00000214595	gene
MACS_peak_10208	ENSG00000214595	gene
MACS_peak_10209	ENSG00000115310	gene
MACS_peak_10211	ENSG00000275052	gene
MACS_peak_10212	ENSG00000275052	gene
MACS_peak_10237	ENSG00000115392	gene
MACS_peak_10238	ENSG00000115392	gene
MACS_peak_10239	ENSG00000115392	gene
MACS_peak_10240	ENSG00000115392	gene
MACS_peak_10259	ENSG00000115421	gene
MACS_peak_10260	ENSG00000162924	gene
MACS_peak_10261	ENSG00000115464	gene
MACS_peak_10262	ENSG00000115464	gene
