ensemblID	chr	start	end	band	symbol	isHK	isTF	community
ENSG00000105372	19	41859918	41872926	q13.2	RPS19	0	0	45
ENSG00000105379	19	51345169	51366418	q13.41	ETFB	1	0	60
ENSG00000105401	19	10391134	10420121	p13.2	CDC37	1	0	45
ENSG00000105427	19	42387019	42390287	q13.2	CNFN	0	0	326
ENSG00000105514	19	11322046	11346270	p13.2	RAB3D	0	0	326
ENSG00000105516	19	48630030	48637438	q13.33	DBP	0	1	163
ENSG00000105518	19	11342776	11346518	p13.2	TMEM205	1	0	19
ENSG00000105523	19	48600810	48614854	q13.33	FAM83E	0	0	326
ENSG00000105552	19	48795062	48811029	q13.33	BCAT2	1	0	60
ENSG00000105559	19	48837097	48868632	q13.33	PLEKHA4	0	0	302
ENSG00000105568	19	52190039	52229533	q13.41	PPP2R1A	1	0	45
ENSG00000105576	19	12699194	12724011	p13.13	TNPO2	0	0	326
ENSG00000105607	19	12891026	12914207	p13.13	GCDH	1	0	60
ENSG00000105617	19	54155161	54159882	q13.42	LENG1	1	0	326
ENSG00000105619	19	54107013	54115675	q13.42	TFPT	1	0	45
ENSG00000105643	19	18001132	18014102	p13.11	ARRDC2	0	0	32
ENSG00000105649	19	18196784	18204074	p13.11	RAB3A	0	0	25
ENSG00000105699	19	35248330	35267964	q13.12	LSR	0	0	19
ENSG00000105705	19	19276018	19320844	p13.11	SUGP1	1	0	45
ENSG00000105711	19	35030466	35040449	q13.11	SCN1B	0	0	19
ENSG00000105722	19	42247572	42255157	q13.2	ERF	0	1	25
ENSG00000105723	19	42230186	42242625	q13.2	GSK3A	1	0	110
ENSG00000105726	19	19645198	19663693	p13.11	ATP13A1	0	0	19
ENSG00000105732	19	42068477	42081549	q13.2	ZNF574	1	1	25
ENSG00000105792	7	90245174	90311063	q21.13	CFAP69	0	0	268
ENSG00000105819	7	103297422	103329511	q22.1	PMPCB	1	0	218
ENSG00000105821	7	103312474	103344873	q22.1	DNAJC2	1	0	45
ENSG00000105849	7	19695462	19709087	p21.1	TWISTNB	0	0	25
ENSG00000105875	7	135183839	135211534	q33	WDR91	0	0	330
ENSG00000105879	7	107743697	107761667	q22.3	CBLL1	0	0	45
ENSG00000105939	7	139043520	139109719	q34	ZC3HAV1	0	0	218
ENSG00000105953	7	44606572	44709066	p13	OGDH	0	0	60
ENSG00000105971	7	116287380	116508541	q31.2	CAV2	0	0	268
ENSG00000105974	7	116524785	116561184	q31.2	CAV1	0	0	268
ENSG00000105993	7	157335381	157417439	q36.3	DNAJB6	0	0	163
ENSG00000105997	7	27106184	27152581	p15.2	HOXA3	0	1	19
ENSG00000106003	7	2512529	2529177	p22.3	LFNG	0	0	60
ENSG00000106004	7	27141052	27143668	p15.2	HOXA5	0	1	19
ENSG00000106006	7	27145396	27150603	p15.2	HOXA6	0	1	326
ENSG00000106070	7	50590063	50793462	p12.1	GRB10	0	0	19
ENSG00000106086	7	30027404	30130483	p14.3	PLEKHA8	0	0	25
ENSG00000106123	7	142855061	142871094	q34	EPHB6	0	0	202
ENSG00000106244	7	99392048	99408829	q22.1	PDAP1	1	0	45
ENSG00000106245	7	99408641	99419616	q22.1	BUD31	0	0	326
ENSG00000106263	7	2354086	2380745	p22.3	EIF3B	1	0	151
ENSG00000106266	7	2251770	2354318	p22.3	SNX8	0	0	60
ENSG00000106333	7	100602177	100608175	q22.1	PCOLCE	0	0	19
ENSG00000106344	7	128297685	128343908	q32.1	RBM28	1	0	45
ENSG00000106460	7	12211241	12243367	p21.3	TMEM106B	1	0	163
ENSG00000106537	7	16753535	16784536	p21.1	TSPAN13	0	0	326
ENSG00000106538	7	150338317	150341674	q36.1	RARRES2	0	0	60
ENSG00000106554	7	132784868	133082088	q33	CHCHD3	1	1	60
ENSG00000106565	7	150791285	150801360	q36.1	TMEM176B	0	0	39
ENSG00000106571	7	41960950	42237870	p14.1	GLI3	0	1	7
ENSG00000106591	7	42932200	42948958	p14.1	MRPL32	1	0	60
ENSG00000106635	7	73536356	73558002	q11.23	BCL7B	1	0	268
ENSG00000106682	7	74174245	74197101	q11.23	EIF4H	1	0	45
ENSG00000106772	9	76611376	76906087	q21.2	PRUNE2	0	0	127
ENSG00000106809	9	92383967	92404696	q22.31	OGN	0	0	19
ENSG00000106823	9	92493554	92536655	q22.31	ECM2	0	0	268
ENSG00000106829	9	79571773	79726882	q21.31	TLE4	0	0	127
ENSG00000106952	9	114893343	114930595	q33.1	TNFSF8	0	0	32
ENSG00000106976	9	128191655	128255248	q34.11	DNM1	0	0	19
ENSG00000107021	9	128787204	128810432	q34.11	TBC1D13	0	0	69
ENSG00000107099	9	214854	465259	p24.3	DOCK8	0	0	19
ENSG00000107130	9	130172578	130237304	q34.11	NCS1	0	0	127
ENSG00000107140	9	35605305	35610041	p13.3	TESK1	0	0	60
ENSG00000107185	9	35749287	35758575	p13.3	RGP1	1	0	218
ENSG00000107262	9	33247820	33264720	p13.3	BAG1	1	0	144
ENSG00000107341	9	33817567	33920404	p13.3	UBE2R2	1	0	19
ENSG00000107372	9	72351425	72365235	q21.13	ZFAND5	1	0	32
ENSG00000107537	10	13277796	13302412	p13	PHYH	0	0	151
ENSG00000107566	10	100150094	100188334	q24.31	ERLIN1	0	0	60
ENSG00000107581	10	119033670	119080823	q26.11	EIF3A	1	0	45
ENSG00000107672	10	121957088	121975217	q26.13	NSMCE4A	1	0	19
ENSG00000107719	10	70478821	70568449	q22.1	PALD1	0	0	326
ENSG00000107736	10	71396934	71815947	q22.1	CDH23	0	0	60
ENSG00000107758	10	73436428	73496024	q22.2	PPP3CB	0	0	268
ENSG00000107779	10	86756601	86932838	q23.2	BMPR1A	0	0	163
ENSG00000107796	10	88935074	88991339	q23.31	ACTA2	0	0	127
ENSG00000107798	10	89213569	89414557	q23.31	LIPA	0	0	19
ENSG00000107862	10	102245532	102382899	q24.32	GBF1	1	0	19
ENSG00000107897	10	27195214	27242130	p12.1	ACBD5	1	0	60
ENSG00000107929	10	806914	931705	p15.3	LARP4B	0	0	25
ENSG00000107968	10	30433937	30461833	p11.23	MAP3K8	0	0	218
ENSG00000108061	10	110919547	111013667	q25.2	SHOC2	1	0	19
ENSG00000108107	19	55385345	55403250	q13.42	RPL28	0	0	45
ENSG00000108187	10	68282660	68333049	q21.3	PBLD	0	0	268
ENSG00000108344	17	39980797	39997960	q21.1	PSMD3	1	0	69
ENSG00000108375	17	58352500	58417595	q22	RNF43	0	0	326
ENSG00000108424	17	47649476	47685505	q21.32	KPNB1	1	0	302
ENSG00000108443	17	59893046	59950564	q23.1	RPS6KB1	1	0	25
ENSG00000108465	17	47967810	47981774	q21.32	CDK5RAP3	0	0	157
ENSG00000108468	17	48070052	48101521	q21.32	CBX1	0	0	330
ENSG00000108506	17	61865367	61928016	q23.2	INTS2	0	0	326
ENSG00000108510	17	61942605	62065282	q23.2	MED13	1	0	40
ENSG00000108523	17	4940008	4945222	p13.2	RNF167	1	0	41
ENSG00000108528	17	4937130	4940251	p13.2	SLC25A11	1	0	60
ENSG00000108561	17	5432777	5448830	p13.2	C1QBP	1	0	69
ENSG00000108578	17	30248195	30292056	q11.2	BLMH	1	0	19
ENSG00000108622	17	64002594	64020634	q23.3	ICAM2	0	0	110
ENSG00000108639	17	78168558	78173527	q25.3	SYNGR2	0	0	326
ENSG00000108641	17	19337554	19378193	p11.2	B9D1	0	0	60
ENSG00000108651	17	31860899	31901765	q11.2	UTP6	1	0	116
ENSG00000108733	17	35574795	35578863	q12	PEX12	1	0	25
ENSG00000108788	17	42567068	42573239	q21.2	MLX	1	1	60
ENSG00000108819	17	50133735	50150630	q21.33	PPP1R9B	0	0	45
ENSG00000108821	17	50183289	50201632	q21.33	COL1A1	0	0	19
ENSG00000108828	17	43014605	43025123	q21.31	VAT1	0	0	358
ENSG00000108829	17	50375059	50397553	q21.33	LRRC59	1	0	25
ENSG00000108848	17	50719544	50756213	q21.33	LUC7L3	1	0	42
ENSG00000108852	17	43875357	43909711	q21.31	MPP2	0	0	19
ENSG00000108924	17	55265012	55325065	q22	HLF	0	1	163
ENSG00000108960	17	55392613	55421992	q22	MMD	0	0	268
ENSG00000109016	17	21123364	21193265	p11.2	DHRS7B	1	0	268
ENSG00000109062	17	74748652	74769353	q25.1	SLC9A3R1	0	0	326
ENSG00000109113	17	28714281	28718429	q11.2	RAB34	0	0	110
ENSG00000109171	4	48341322	48426212	p11	SLAIN2	0	0	268
ENSG00000109180	4	48805212	48861817	p11	OCIAD1	1	0	151
ENSG00000109381	4	139028112	139177218	q31.1	ELF2	1	1	25
ENSG00000109390	4	139266880	139302551	q31.1	NDUFC1	1	0	110
ENSG00000109436	4	140620765	140756120	q31.21	TBC1D9	0	0	326
ENSG00000109445	4	141220887	141234697	q31.21	ZNF330	1	0	45
ENSG00000109466	4	165207618	165323156	q32.3	KLHL2	0	0	19
ENSG00000109519	4	7058906	7068197	p16.1	GRPEL1	1	0	43
ENSG00000109536	4	189940788	189963204	q35.2	FRG1	0	0	45
ENSG00000109618	4	25120014	25160442	p15.2	SEPSECS	0	0	116
ENSG00000109625	4	8592660	8619759	p16.1	CPZ	0	0	19
ENSG00000109674	4	177309836	177362943	q34.3	NEIL3	0	0	318
ENSG00000109762	4	185204237	185370185	q35.1	SNX25	1	0	268
ENSG00000109787	4	38664196	38701042	p14	KLF3	1	1	25
ENSG00000109790	4	39045039	39126857	p14	KLHL5	1	0	268
ENSG00000109794	4	186104419	186172667	q35.1	FAM149A	0	0	326
ENSG00000109805	4	17810902	17844862	p15.31	NCAPG	0	0	318
ENSG00000109906	11	114059593	114250676	q23.2	ZBTB16	0	1	32
ENSG00000109919	11	47617315	47642623	p11.2	MTCH2	1	0	268
ENSG00000110002	11	124115362	124147721	q24.2	VWA5A	0	0	326
ENSG00000110013	11	124633113	124695707	q24.2	SIAE	0	0	218
ENSG00000110090	11	68754620	68844410	q13.3	CPT1A	0	0	44
ENSG00000110104	11	60842071	60851081	q12.2	CCDC86	1	0	25
ENSG00000110171	11	6448613	6474459	p15.4	TRIM3	1	0	85
ENSG00000110172	11	90201160	90223364	q14.3	CHORDC1	0	0	116
ENSG00000110237	11	73308289	73369388	q13.4	ARHGEF17	0	0	19
ENSG00000110315	11	10511678	10541230	p15.4	RNF141	1	0	268
ENSG00000110344	11	118359585	118399211	q23.3	UBE4A	1	0	330
ENSG00000110395	11	119206276	119313926	q23.3	CBL	0	0	19
ENSG00000110400	11	119623408	119729084	q23.3	NECTIN1	0	0	19
ENSG00000110429	11	33740939	33774543	p13	FBXO3	1	0	330
ENSG00000110435	11	34915829	35020591	p13	PDHX	1	0	60
ENSG00000110448	11	61102395	61127852	q12.2	CD5	0	0	177
ENSG00000110619	11	3000922	3057613	p15.4	CARS	1	0	268
ENSG00000110711	11	67483041	67491103	q13.2	AIP	1	0	45
ENSG00000110717	11	68030617	68036644	q13.2	NDUFS8	1	0	60
ENSG00000110801	12	121888731	121918297	q24.31	PSMD9	1	0	46
ENSG00000110811	12	6828410	6839851	p13.31	P3H3	0	0	45
ENSG00000110880	12	108645109	108731596	q24.11	CORO1C	1	0	218
ENSG00000110921	12	109573255	109598117	q24.11	MVK	0	0	274
ENSG00000110955	12	56638175	56646068	q13.3	ATP5F1B	0	0	60
ENSG00000111011	12	122503458	122527000	q24.31	RSRC2	1	0	45
ENSG00000111144	12	96000828	96043520	q23.1	LTA4H	0	0	2
ENSG00000111186	12	1529891	1647243	p13.33	WNT5B	0	0	19
ENSG00000111206	12	2857681	2877155	p13.33	FOXM1	0	1	318
ENSG00000111231	12	110452484	110469268	q24.11	GPN3	1	0	19
ENSG00000111261	12	12326056	12350541	p13.2	MANSC1	0	0	60
ENSG00000111266	12	12474210	12562383	p13.2	DUSP16	1	0	25
ENSG00000111275	12	111766887	111817529	q24.12	ALDH2	0	0	60
ENSG00000111276	12	12715058	12722371	p13.1	CDKN1B	0	0	25
ENSG00000111291	12	12940775	12952147	p13.1	GPRC5D	0	0	177
ENSG00000111331	12	112938352	112973249	q24.13	OAS3	0	0	4
ENSG00000111335	12	112978395	113011723	q24.13	OAS2	0	0	4
ENSG00000111339	12	14825569	14843533	p12.3	ART4	0	0	243
ENSG00000111344	12	113098819	113136239	q24.13	RASAL1	0	0	47
ENSG00000111348	12	14942017	14961728	p12.3	ARHGDIB	0	0	151
ENSG00000111358	12	123633739	123662606	q24.31	GTF2H3	0	0	60
ENSG00000111361	12	123620406	123633766	q24.31	EIF2B1	0	0	25
ENSG00000111412	12	116710185	116738070	q24.22	C12orf49	0	0	25
ENSG00000111452	12	130953907	131141469	q24.33	ADGRD1	0	0	19
ENSG00000111490	12	64780516	64881032	q14.3	TBC1D30	0	0	151
ENSG00000111605	12	69239537	69274358	q15	CPSF6	1	0	25
ENSG00000111615	12	75490861	75511636	q21.2	KRR1	1	0	116
ENSG00000111652	12	6723741	6731875	p13.31	COPS7A	1	0	326
ENSG00000111667	12	6852128	6866632	p13.31	USP5	1	0	268
ENSG00000111671	12	6870935	6889358	p13.31	SPSB2	0	0	48
ENSG00000111678	12	6942978	6946003	p13.31	C12orf57	1	0	45
ENSG00000111684	12	6976186	7018510	p13.31	LPCAT3	1	0	330
ENSG00000111711	12	21501781	21518408	p12.1	GOLT1B	1	0	268
ENSG00000111725	12	119667753	119681630	q24.23	PRKAB1	1	0	32
ENSG00000111790	12	26938383	26966650	p11.23	FGFR1OP2	1	0	69
ENSG00000111837	6	10762723	10838555	p24.2	MAK	0	0	25
ENSG00000111845	6	10694695	10709782	p24.2	PAK1IP1	1	0	25
ENSG00000111859	6	11183298	11382348	p24.2	NEDD9	0	0	25
ENSG00000111863	6	11712054	11807046	p24.1	ADTRP	0	0	326
ENSG00000111875	6	118894220	118909167	q22.31	ASF1A	1	0	25
ENSG00000111885	6	119177209	119349761	q22.31	MAN1A1	0	0	326
ENSG00000112031	6	152987362	153002685	q25.2	MTRF1L	0	0	330
ENSG00000112039	6	35452356	35467103	p21.31	FANCE	0	0	19
ENSG00000112062	6	36027677	36111236	p21.31	MAPK14	0	0	49
ENSG00000112078	6	36442767	36491143	p21.31	KCTD20	1	0	268
ENSG00000112081	6	36594353	36605600	p21.31	SRSF3	1	0	25
ENSG00000112175	6	55753645	55875564	p12.1	BMP5	0	0	19
ENSG00000112186	6	17393216	17557792	p22.3	CAP2	0	0	268
ENSG00000112237	6	99542380	99568973	q16.2	CCNC	0	0	19
ENSG00000112242	6	20401906	20493715	p22.3	E2F3	0	1	69
ENSG00000112294	6	24494852	24537207	p22.3	ALDH5A1	0	0	326
ENSG00000112297	6	106360808	106571978	q21	CRYBG1	0	0	19
ENSG00000112367	6	109691312	109825428	q21	FIG4	0	0	330
ENSG00000112378	6	138088505	138107511	q23.3	PERP	0	0	326
ENSG00000112379	6	138161921	138344663	q23.3	ARFGEF3	0	0	326
ENSG00000112425	6	145382535	145736023	q24.3	EPM2A	0	0	268
ENSG00000112473	6	33200445	33204439	p21.32	SLC39A7	1	0	45
ENSG00000112511	6	33410399	33416453	p21.32	PHF1	0	1	19
ENSG00000112531	6	163414000	163578596	q26	QKI	0	0	268
ENSG00000112578	6	41921188	41933046	p21.1	BYSL	0	0	25
ENSG00000112584	6	170290703	170407065	q27	FAM120B	1	0	25
ENSG00000112640	6	42984499	43012342	p21.1	PPP2R5D	1	0	326
ENSG00000112651	6	43054029	43059806	p21.1	MRPL2	1	0	151
ENSG00000112658	6	43171299	43181507	p21.1	SRF	0	1	25
ENSG00000112695	6	75237675	75250323	q14.1	COX7A2	1	0	60
ENSG00000112769	6	112108760	112254939	q21	LAMA4	0	0	268
ENSG00000112855	5	140691426	140699318	q31.3	HARS2	1	0	25
ENSG00000112877	5	612272	667168	p15.33	CEP72	0	0	50
ENSG00000112972	5	43289395	43313512	p12	HMGCS1	0	0	274
ENSG00000112984	5	138178719	138187715	q31.2	KIF20A	0	0	318
ENSG00000112992	5	43602692	43707405	p12	NNT	0	0	60
ENSG00000113048	5	72219409	72320646	q13.2	MRPS27	1	0	60
ENSG00000113070	5	140332843	140346631	q31.3	HBEGF	0	0	218
ENSG00000113140	5	151661096	151687165	q33.1	SPARC	0	0	268
ENSG00000113141	5	140647058	140662479	q31.3	IK	0	0	45
ENSG00000113161	5	75336329	75362104	q13.3	HMGCR	0	0	274
ENSG00000113240	5	178602664	178630615	q35.3	CLK4	0	0	25
ENSG00000113282	5	157785743	157859175	q33.3	CLINT1	1	0	19
ENSG00000113300	5	180494412	180578405	q35.3	CNOT6	0	0	25
ENSG00000113328	5	163437569	163446151	q34	CCNG1	1	0	151
ENSG00000113368	5	126776623	126837020	q23.2	LMNB1	0	0	318
ENSG00000113384	5	32124704	32174350	p13.3	GOLPH3	1	0	326
ENSG00000113407	5	33440696	33469539	p13.3	TARS	1	0	326
ENSG00000113494	5	35048756	35230589	p13.2	PRLR	0	0	326
ENSG00000113575	5	134194334	134226142	q31.1	PPP2CA	1	0	25
ENSG00000113578	5	142592178	142698070	q31.3	FGF1	0	0	326
ENSG00000113580	5	143277931	143435512	q31.3	NR3C1	0	1	330
ENSG00000113594	5	38474963	38608354	p13.1	LIFR	0	0	32
ENSG00000113597	5	65624716	65666233	q12.3	TRAPPC13	1	0	268
ENSG00000113615	5	134648789	134727823	q31.1	SEC24A	1	0	25
ENSG00000113645	5	168291651	168472303	q34	WWC1	0	0	326
ENSG00000113649	5	146447311	146511961	q32	TCERG1	1	0	110
ENSG00000113657	5	147390811	147510056	q32	DPYSL3	0	0	127
ENSG00000113658	5	136132845	136188747	q31.1	SMAD5	1	1	25
ENSG00000113712	5	149492197	149551552	q32	CSNK1A1	1	0	163
ENSG00000113758	5	177456608	177474401	q35.3	DBN1	0	0	19
ENSG00000113790	3	185190624	185281990	q27.2	EHHADH	0	0	60
ENSG00000113845	3	119498532	119525090	q13.33	TIMMDC1	1	0	326
ENSG00000114021	3	100334701	100361635	q12.2	NIT2	1	0	21
ENSG00000114030	3	122421949	122514945	q21.1	KPNA1	1	0	268
ENSG00000114054	3	136250306	136337896	q22.3	PCCB	0	0	60
ENSG00000114126	3	141944428	142149544	q23	TFDP2	0	1	45
ENSG00000114209	3	167683298	167734939	q26.1	PDCD10	0	0	25
ENSG00000114268	3	48517684	48562015	p21.31	PFKFB4	0	0	326
ENSG00000114315	3	194136145	194138732	q29	HES1	0	1	32
ENSG00000114346	3	172750682	172821474	q26.31	ECT2	0	0	326
ENSG00000114388	3	50347330	50351091	p21.31	NPRL2	1	0	177
ENSG00000114391	3	101681091	101686782	q12.3	RPL24	0	0	51
ENSG00000114416	3	180868141	180982753	q26.33	FXR1	0	0	60
ENSG00000114446	3	108160812	108222570	q13.13	IFT57	0	0	163
ENSG00000114450	3	179396089	179451590	q26.33	GNB4	0	0	25
ENSG00000114480	3	81489699	81762161	p12.2	GBE1	0	0	60
ENSG00000114547	3	125969144	125983454	q21.2	ROPN1B	0	0	326
ENSG00000114554	3	126988594	127037392	q21.3	PLXNA1	0	0	177
ENSG00000114626	3	127672935	127680920	q21.3	ABTB1	0	0	301
ENSG00000114739	3	38453851	38493142	p22.2	ACVR2B	0	0	25
ENSG00000114745	3	39096659	39108363	p22.2	GORASP1	1	0	218
ENSG00000114767	3	51933430	51941941	p21.2	RRP9	0	0	202
ENSG00000114779	3	51968510	51983409	p21.2	ABHD14B	0	0	60
ENSG00000114796	3	183635568	183684477	q27.1	KLHL24	0	0	60
ENSG00000114933	2	205993721	206086303	q33.3	INO80D	0	0	25
ENSG00000115020	2	208266267	208358751	q34	PIKFYVE	0	0	60
ENSG00000115053	2	231453531	231483641	q37.1	NCL	1	0	45
ENSG00000115091	2	113889960	113962596	q14.1	ACTR3	0	0	25
ENSG00000115204	2	27309492	27325680	p23.3	MPV17	0	0	52
ENSG00000115207	2	27325849	27357034	p23.3	GTF3C2	1	0	218
ENSG00000115221	2	160099666	160200313	q24.2	ITGB6	0	0	326
ENSG00000115233	2	161308038	161411717	q24.2	PSMD14	1	0	298
ENSG00000115255	19	1490747	1497927	p13.3	REEP6	0	0	326
ENSG00000115267	2	162267079	162318703	q24.2	IFIH1	0	0	326
ENSG00000115271	2	162318840	162371595	q24.2	GCA	0	0	326
ENSG00000115286	19	1383527	1395589	p13.3	NDUFS7	1	0	60
ENSG00000115289	2	74505043	74508580	p13.1	PCGF1	1	0	25
ENSG00000115325	2	74549026	74557554	p13.1	DOK1	0	0	268
ENSG00000115353	2	75046463	75199700	p12	TACR1	0	0	110
ENSG00000115414	2	215360440	215436172	q35	FN1	0	0	19
ENSG00000115421	2	60756230	60802085	p16.1	PAPOLG	0	0	330
ENSG00000115425	2	215996329	216082955	q35	PECR	0	0	60
ENSG00000115459	2	85354394	85391752	p11.2	ELMOD3	1	0	268
ENSG00000115504	2	62673851	63046487	p15	EHBP1	0	0	268
ENSG00000115520	2	197453423	197475308	q33.1	COQ10B	1	0	25
ENSG00000115523	2	85685175	85698854	p11.2	GNLY	0	0	248
ENSG00000115524	2	197389784	197435091	q33.1	SF3B1	1	0	330
ENSG00000115539	2	100562690	100576735	q11.2	PDCL3	0	0	163
ENSG00000115548	2	86440647	86492716	p11.2	KDM3A	0	0	218
ENSG00000115594	2	102064544	102179874	q11.2	IL1R1	0	0	330
ENSG00000115648	2	237485428	237555318	q37.3	MLPH	0	0	85
ENSG00000115649	2	219171897	219178106	q35	CNPPD1	0	0	25
ENSG00000115657	2	219209766	219219017	q35	ABCB6	0	0	53
ENSG00000115694	2	241492674	241509730	q37.3	STK25	0	0	326
ENSG00000115705	2	1374066	1543711	p25.3	TPO	0	0	54
ENSG00000115760	2	32357028	32618899	p22.3	BIRC6	0	0	330
ENSG00000115816	2	37201612	37231713	p22.2	CEBPZ	1	1	55
ENSG00000115840	2	171784370	171999859	q31.1	SLC25A12	0	0	45
ENSG00000115875	2	38743599	38751494	p22.1	SRSF7	1	0	25
ENSG00000115902	2	64988477	65023865	p14	SLC1A4	0	0	85
ENSG00000115904	2	38981396	39124345	p22.1	SOS1	0	0	268
ENSG00000115946	2	68157844	68176238	p14	PNO1	1	0	25
ENSG00000116005	2	70257386	70281191	p13.3	PCYOX1	1	0	60
ENSG00000116030	2	202206180	202238608	q33.1	SUMO1	1	0	25
ENSG00000116095	2	178480468	178516462	q31.2	PLEKHA3	0	0	56
ENSG00000116120	2	222570536	222656337	q36.1	FARSB	1	0	57
ENSG00000116171	1	52927229	53051703	p32.3	SCP2	1	0	60
ENSG00000116221	1	54184041	54225464	p32.3	MRPL37	1	0	60
ENSG00000116237	1	6221193	6235972	p36.31	ICMT	1	0	268
ENSG00000116273	1	6613685	6624033	p36.31	PHF13	0	0	25
ENSG00000116285	1	8004404	8026308	p36.23	ERRFI1	0	0	32
ENSG00000116288	1	7954291	7985505	p36.23	PARK7	1	0	268
ENSG00000116299	1	109113679	109206781	p13.3	KIAA1324	0	0	326
ENSG00000116353	1	29192873	29230942	p35.3	MECR	0	0	268
ENSG00000116459	1	111448864	111462773	p13.2	ATP5PB	0	0	60
ENSG00000116478	1	32292086	32333635	p35.2	HDAC1	0	0	151
ENSG00000116514	1	32936445	32964685	p35.1	RNF19B	0	0	25
ENSG00000116560	1	35176378	35193148	p34.3	SFPQ	0	0	25
ENSG00000116574	1	228735077	228746669	q42.13	RHOU	0	0	32
ENSG00000116584	1	155946851	156007070	q22	ARHGEF2	0	0	19
ENSG00000116641	1	62454298	62688368	p31.3	DOCK7	0	0	19
ENSG00000116667	1	184387058	184629020	q25.3	C1orf21	0	0	116
ENSG00000116688	1	11980181	12013514	p36.22	MFN2	0	0	326
ENSG00000116717	1	67685061	67688338	p31.3	GADD45A	0	0	32
ENSG00000116752	1	114567557	114581639	p13.2	BCAS2	1	0	25
ENSG00000116754	1	70205682	70253052	p31.1	SRSF11	1	0	42
ENSG00000116761	1	70411218	70439851	p31.1	CTH	0	0	60
ENSG00000116774	1	113979391	114035572	p13.2	OLFML3	0	0	19
ENSG00000116785	1	196774795	196795406	q31.3	CFHR3	0	0	58
ENSG00000116824	1	116754385	116769228	p13.1	CD2	0	0	177
ENSG00000116863	1	36088875	36093932	p34.3	ADPRHL2	1	0	218
ENSG00000116871	1	36155579	36180849	p34.3	MAP7D1	0	0	268
ENSG00000116898	1	36455718	36464437	p34.3	MRPS15	1	0	60
ENSG00000116954	1	38838198	38859823	p34.3	RRAGC	0	0	60
ENSG00000116962	1	235975830	236065162	q42.3	NID1	0	0	19
ENSG00000116984	1	236795281	236903981	q43	MTR	0	0	19
ENSG00000117000	1	40161373	40240921	p34.2	RLF	0	1	25
ENSG00000117013	1	40783814	40840452	p34.2	KCNQ4	0	0	326
ENSG00000117016	1	40620679	40665657	p34.2	RIMS3	0	0	127
ENSG00000117054	1	75724347	75787575	p31.1	ACADM	0	0	60
ENSG00000117091	1	160678746	160711851	q23.3	CD48	0	0	177
ENSG00000117118	1	17018722	17054170	p36.13	SDHB	1	0	60
ENSG00000117122	1	16974502	16980835	p36.13	MFAP2	0	0	19
ENSG00000117133	1	84479259	84497790	p22.3	RPF1	1	0	45
ENSG00000117139	1	202724495	202809470	q32.1	KDM5B	0	1	268
ENSG00000117228	1	89052319	89065360	p22.2	GBP1	0	0	25
ENSG00000117305	1	23801885	23838620	p36.11	HMGCL	0	0	60
ENSG00000117362	1	150265399	150269580	q21.2	APH1A	1	0	326
ENSG00000117394	1	42925375	42959176	p34.2	SLC2A1	0	0	326
ENSG00000117399	1	43358955	43363203	p34.2	CDC20	0	0	318
ENSG00000117410	1	43974487	43978295	p34.1	ATP6V0B	1	0	326
ENSG00000117411	1	43978943	43991170	p34.1	B4GALT2	0	0	268
ENSG00000117419	1	44221070	44355260	p34.1	ERI3	1	0	45
ENSG00000117448	1	45550543	45570049	p34.1	AKR1A1	1	0	274
ENSG00000117450	1	45511036	45523047	p34.1	PRDX1	1	0	85
ENSG00000117472	1	46175073	46185958	p34.1	TSPAN1	0	0	59
ENSG00000117479	1	169463909	169486003	q24.2	SLC19A2	0	0	25
ENSG00000117500	1	93149742	93180728	p22.1	TMED5	1	0	60
ENSG00000117525	1	94529225	94541800	p21.3	F3	0	0	32
ENSG00000117560	1	172659018	172666874	q24.3	FASLG	0	0	32
ENSG00000117592	1	173477266	173488807	q25.1	PRDX6	1	0	60
ENSG00000117595	1	209785623	209806175	q32.2	IRF6	0	1	326
ENSG00000117597	1	209828007	209857565	q32.2	UTP25	0	0	202
ENSG00000117614	1	25222679	25232502	p36.11	SYF2	1	0	25
ENSG00000117616	1	25242237	25338213	p36.11	RSRP1	0	0	25
ENSG00000117625	1	211258377	211316385	q32.2	RCOR3	0	0	60
ENSG00000117640	1	25818640	25832942	p36.11	MTFR1L	1	0	60
ENSG00000117643	1	25617468	25786207	p36.11	MAN1C1	0	0	19
ENSG00000117650	1	211658657	211675630	q32.3	NEK2	0	0	318
ENSG00000117676	1	26529761	26575030	p36.11	RPS6KA1	0	0	340
ENSG00000117682	1	26432282	26471294	p36.11	DHDDS	0	0	268
ENSG00000117707	1	213983181	214041502	q32.3	PROX1	0	1	243
ENSG00000117724	1	214603195	214664588	q41	CENPF	0	0	318
ENSG00000117751	1	27830778	27851676	p35.3	PPP1R8	1	0	218
ENSG00000117859	1	51577179	51798427	p32.3	OSBPL9	1	0	25
ENSG00000117899	15	80946289	80989878	q25.1	MESD	0	0	45
ENSG00000117984	11	1752752	1764573	p15.5	CTSD	1	0	340
ENSG00000118007	3	136336233	136752403	q22.3	STAG1	0	0	318
ENSG00000118046	19	1177558	1228435	p13.3	STK11	1	0	45
ENSG00000118058	11	118436464	118526832	q23.3	KMT2A	0	1	330
ENSG00000118156	19	47520685	47555856	q13.33	ZNF541	0	1	268
ENSG00000118181	11	119015712	119018691	q23.3	RPS25	0	0	69
ENSG00000118246	2	206765357	206792509	q33.3	FASTKD2	1	0	25
