Gene Symbol	Gene ID	Cytoband
PODN	127435	1p32.3
SLC1A7	6512	1p32.3
CPT2	1376	1p32.3
C1orf123	54987	1p32.3
MAGOH	4116	1p32.3
LOC100507564	100507564	1p32.3
LRP8	7804	1p32.3
LOC105378732	105378732	1p32.3
SLC25A3P1	163742	1p32.3
DMRTB1	63948	1p32.3
GLIS1	148979	1p32.3
NDC1	55706	1p32.3
YIPF1	54432	1p32.3
DIO1	1733	1p32.3
HSPB11	51668	1p32.3
LRRC42	115353	1p32.3
LDLRAD1	388633	1p32.3
TMEM59	9528	1p32.3
MIR4781	100616315	1p32.3
TCEANC2	127428	1p32.3
CDCP2	200008	1p32.3
CYB5RL	606495	1p32.3
MRPL37	51253	1p32.3
SSBP3	23648	1p32.3
SSBP3-AS1	619518	1p32.3
ACOT11	26027	1p32.3
FAM151A	338094	1p32.3
MROH7-TTC4	100527960	1p32.3
MROH7	374977	1p32.3
TTC4	7268	1p32.3
LEXM	163747	1p32.3
PARS2	25973	1p32.3
TTC22	55001	1p32.3
DHCR24	1718	1p32.3
TMEM61	199964	1p32.3
BSND	7809	1p32.3
PCSK9	255738	1p32.3
USP24	23358	1p32.3
LOC100507634	100507634	1p32.3
MIR4422	100616272	1p32.3
PLPP3	8613	1p32.2
LOC101929935	101929935	1p32.2
PRKAA2	5563	1p32.2
C1orf168	199920	1p32.2
C8A	731	1p32.2
C8B	732	1p32.2
DAB1	1600	1p32.2
DAB1-AS1	101926890	1p32.2
OMA1	115209	1p32.2
TACSTD2	4070	1p32.1
MYSM1	114803	1p32.1
JUN	3725	1p32.1
LINC01135	100131060	1p32.1
LINC01358	101926925	1p32.1
HSD52	729467	1p32.1
FGGY	55277	1p32.1
MIR4711	100616409	1p32.1
LOC101926944	101926944	1p32.1
HOOK1	51361	1p32.1
CYP2J2	1573	1p32.1
C1orf87	127795	1p32.1
LOC101926964	101926964	1p32.1
NFIA-AS2	100996570	1p31.3
NFIA	4774	1p31.3
NFIA-AS1	645030	1p31.3
MGC34796	414927	1p31.3
TM2D1	83941	1p31.3
PATJ	10207	1p31.3
MIR3116-1	100422902	1p31.3
MIR3116-2	100422946	1p31.3
L1TD1	54596	1p31.3
KANK4	163782	1p31.3
USP1	7398	1p31.3
DOCK7	85440	1p31.3
ANGPTL3	27329	1p31.3
ATG4C	84938	1p31.3
LINC00466	199899	1p31.3
FOXD3-AS1	100996301	1p31.3
FOXD3	27022	1p31.3
MIR6068	102464823	1p31.3
ALG6	29929	1p31.3
ITGB3BP	23421	1p31.3
EFCAB7	84455	1p31.3
DLEU2L	79469	1p31.3
PGM1	5236	1p31.3
ROR1	4919	1p31.3
ROR1-AS1	101927034	1p31.3
UBE2U	148581	1p31.3
CACHD1	57685	1p31.3
MIR4794	100616338	1p31.3
RAVER2	55225	1p31.3
JAK1	3716	1p31.3
LINC01359	101927084	1p31.3
MIR101-1	406893	1p31.3
MIR3671	100500854	1p31.3
AK4	205	1p31.3
DNAJC6	9829	1p31.3
LEPROT	54741	1p31.3
LEPR	3953	1p31.3
PDE4B	5142	1p31.3
LOC101927139	101927139	1p31.3
SGIP1	84251	1p31.3
MIR3117	100422871	1p31.3
TCTEX1D1	200132	1p31.3
INSL5	10022	1p31.3
WDR78	79819	1p31.3
MIER1	57708	1p31.3
SLC35D1	23169	1p31.3
C1orf141	400757	1p31.3
IL23R	149233	1p31.3
IL12RB2	3595	1p31.3
SERBP1	26135	1p31.3
GADD45A	1647	1p31.3
GNG12	55970	1p31.3
GNG12-AS1	100289178	1p31.3
DIRAS3	9077	1p31.3
WLS	79971	1p31.3
MIR1262	100302279	1p31.3
RPE65	6121	1p31.3
DEPDC1	55635	1p31.3
DEPDC1-AS1	101927220	1p31.3
LRRC7	57554	1p31.1
PIN1P1	5301	1p31.1
LRRC40	55631	1p31.1
SRSF11	9295	1p31.1
ANKRD13C	81573	1p31.1
HHLA3	11147	1p31.1
CTH	1491	1p31.1
LOC101927244	101927244	1p31.1
PTGER3	5733	1p31.1
ZRANB2-AS1	100132618	1p31.1
ZRANB2	9406	1p31.1
MIR186	406962	1p31.1
ZRANB2-AS2	100852410	1p31.1
NEGR1	257194	1p31.1
NEGR1-IT1	100852409	1p31.1
LINC01360	101927295	1p31.1
LRRIQ3	127255	1p31.1
FPGT-TNNI3K	100526835	1p31.1
FPGT	8790	1p31.1
TNNI3K	51086	1p31.1
ERICH3	127254	1p31.1
ERICH3-AS1	101927320	1p31.1
CRYZ	1429	1p31.1
TYW3	127253	1p31.1
LHX8	431707	1p31.1
SLC44A5	204962	1p31.1
ACADM	34	1p31.1
DLSTP1	1744	1p31.1
RABGGTB	5876	1p31.1
SNORD45C	692085	1p31.1
SNORD45A	26805	1p31.1
SNORD45B	26804	1p31.1
MSH4	4438	1p31.1
ASB17	127247	1p31.1
LOC101927342	101927342	1p31.1
ST6GALNAC3	256435	1p31.1
ST6GALNAC5	81849	1p31.1
MIR7156	102466995	1p31.1
PIGK	10026	1p31.1
AK5	26289	1p31.1
ZZZ3	26009	1p31.1
USP33	23032	1p31.1
MIGA1	374986	1p31.1
NEXN-AS1	374987	1p31.1
NEXN	91624	1p31.1
FUBP1	8880	1p31.1
DNAJB4	11080	1p31.1
GIPC2	54810	1p31.1
MGC27382	149047	1p31.1
PTGFR	5737	1p31.1
IFI44L	10964	1p31.1
IFI44	10561	1p31.1
ADGRL4	64123	1p31.1
LOC101927412	101927412	1p31.1
LOC101927434	101927434	1p31.1
ADGRL2	23266	1p31.1
LINC01361	101927498	1p31.1
LOC101927587	101927587	1p31.1
LOC101927560	101927560	1p31.1
TTLL7	79739	1p31.1
PRKACB	5567	1p31.1
SAMD13	148418	1p31.1
UOX	391051	1p31.1
DNASE2B	58511	1p31.1
RPF1	80135	1p22.3
GNG5	2787	1p22.3
SPATA1	100505741	1p22.3
CTBS	1486	1p22.3
LINC01461	103695366	1p22.3
LINC01555	439927	1p22.3
SSX2IP	117178	1p22.3
LPAR3	23566	1p22.3
MCOLN2	255231	1p22.3
MCOLN3	55283	1p22.3
WDR63	126820	1p22.3
MIR4423	100616481	1p22.3
SYDE2	84144	1p22.3
C1orf52	148423	1p22.3
BCL10	8915	1p22.3
LOC646626	646626	1p22.3
DDAH1	23576	1p22.3
CYR61	3491	1p22.3
ZNHIT6	54680	1p22.3
COL24A1	255631	1p22.3
ODF2L	57489	1p22.3
MIR7856	102465842	1p22.3
CLCA2	9635	1p22.3
CLCA1	1179	1p22.3
CLCA4	22802	1p22.3
LOC105378828	105378828	1p22.3
CLCA3P	9629	1p22.3
SH3GLB1	51100	1p22.3
SEP15	9403	1p22.3
HS2ST1	9653	1p22.3
LINC01140	339524	1p22.3
LOC101927844	101927844	1p22.3
LMO4	8543	1p22.3
LINC01364	100505768	1p22.3
PKN2-AS1	101927891	1p22.2
PKN2	5586	1p22.2
GTF2B	2959	1p22.2
KYAT3	56267	1p22.2
RBMXL1	494115	1p22.2
GBP3	2635	1p22.2
GBP1	2633	1p22.2
GBP2	2634	1p22.2
GBP7	388646	1p22.2
GBP4	115361	1p22.2
GBP5	115362	1p22.2
LOC729930	729930	1p22.2
GBP6	163351	1p22.2
GBP1P1	400759	1p22.2
LRRC8B	23507	1p22.2
FLJ27354	400761	1p22.2
LRRC8C	84230	1p22.2
LRRC8D	55144	1p22.2
GEMIN8P4	492303	1p22.2
ZNF326	284695	1p22.2
BARHL2	343472	1p22.2
LOC105378853	105378853	1p22.2
ZNF644	84146	1p22.2
HFM1	164045	1p22.2
CDC7	8317	1p22.1
TGFBR3	7049	1p22.1
BRDT	676	1p22.1
EPHX4	253152	1p22.1
SETSIP	646817	1p22.1
BTBD8	284697	1p22.1
KIAA1107	23285	1p22.1
C1orf146	388649	1p22.1
GLMN	11146	1p22.1
RPAP2	79871	1p22.1
GFI1	2672	1p22.1
EVI5	7813	1p22.1
FAM69A	388650	1p22.1
RPL5	6125	1p22.1
SNORD21	6083	1p22.1
SNORA66	26782	1p22.1
MTF2	22823	1p22.1
TMED5	50999	1p22.1
CCDC18	343099	1p22.1
CCDC18-AS1	100131564	1p22.1
DR1	1810	1p22.1
FNBP1L	54874	1p22.1
BCAR3	8412	1p22.1
LOC100129046	100129046	1p22.1
MIR760	100126348	1p22.1
DNTTIP2	30836	1p22.1
GCLM	2730	1p22.1
ABCA4	24	1p22.1
ARHGAP29	9411	1p22.1
ABCD3	5825	1p21.3
F3	2152	1p21.3
LINC01057	101928079	1p21.3
MIR378G	100616321	1p21.3
SLC44A3	126969	1p21.3
CNN3	1266	1p21.3
LOC729970	729970	1p21.3
ALG14	199857	1p21.3
LOC101928098	101928098	1p21.3
TMEM56	148534	1p21.3
TMEM56-RWDD3	100527978	1p21.3
LOC101928118	101928118	1p21.3
RWDD3	25950	1p21.3
LOC100996630	100996630	1p21.3
FLJ31662	440594	1p21.3
LOC100996635	100996635	1p21.3
LOC102723661	102723661	1p21.3
LOC101928241	101928241	1p21.3
PTBP2	58155	1p21.3
DPYD	1806	1p21.3
DPYD-AS1	100873932	1p21.3
DPYD-AS2	100873933	1p21.3
MIR137HG	400765	1p21.3
MIR137	406928	1p21.3
MIR2682	100616452	1p21.3
LOC729987	729987	1p21.3
SNX7	51375	1p21.3
PLPPR5	163404	1p21.3
LOC100129620	100129620	1p21.3
PLPPR4	9890	1p21.3
LOC101928270	101928270	1p21.2
MIR548N|chr1	100302152	1p21.2
PALMD	54873	1p21.2
FRRS1	391059	1p21.2
AGL	178	1p21.2
SLC35A3	23443	1p21.2
MFSD14A	64645	1p21.2
SASS6	163786	1p21.2
TRMT13	54482	1p21.2
LRRC39	127495	1p21.2
DBT	1629	1p21.2
RTCA-AS1	100506007	1p21.2
RTCA	8634	1p21.2
MIR553	693138	1p21.2
CDC14A	8556	1p21.2
GPR88	54112	1p21.2
LINC01349	100128787	1p21.2
VCAM1	7412	1p21.2
EXTL2	2135	1p21.2
SLC30A7	148867	1p21.2
DPH5	51611	1p21.2
LOC102606465	102606465	1p21.2
LOC101928370	101928370	1p21.2
S1PR1	1901	1p21.2
LINC01307	104355286	1p21.2
OLFM3	118427	1p21.1
DNAJA1P5	94236	1p21.1
COL11A1	1301	1p21.1
LOC101928436	101928436	1p21.1
ACTG1P4	648740	1p21.1
AMY1A	276	1p21.1
AMY1B	277	1p21.1
AMY1C	278	1p21.1
AMY2A	279	1p21.1
AMY2B	280	1p21.1
RNPC3	55599	1p21.1
LOC100129138	100129138	1p21.1
LOC101928476	101928476	1p21.1
PRMT6	55170	1p13.3
NTNG1	22854	1p13.3
VAV3	10451	1p13.3
MIR7852	102465839	1p13.3
VAV3-AS1	100873946	1p13.3
SLC25A24	29957	1p13.3
NBPF4	148545	1p13.3
NBPF6	653149	1p13.3
FAM102B	284611	1p13.3
HENMT1	113802	1p13.3
PRPF38B	55119	1p13.3
FNDC7	163479	1p13.3
STXBP3	6814	1p13.3
AKNAD1	254268	1p13.3
SPATA42	642864	1p13.3
GPSM2	29899	1p13.3
CLCC1	23155	1p13.3
WDR47	22911	1p13.3
TAF13	6884	1p13.3
C1orf194	127003	1p13.3
KIAA1324	57535	1p13.3
SCARNA2	677766	1p13.3
TMEM167B	56900	1p13.3
SARS	6301	1p13.3
CELSR2	1952	1p13.3
PSRC1	84722	1p13.3
MYBPHL	343263	1p13.3
SORT1	6272	1p13.3
PSMA5	5686	1p13.3
SYPL2	284612	1p13.3
ATXN7L2	127002	1p13.3
CYB561D1	284613	1p13.3
AMIGO1	57463	1p13.3
GPR61	83873	1p13.3
GNAI3	2773	1p13.3
MIR197	406974	1p13.3
GNAT2	2780	1p13.3
AMPD2	271	1p13.3
GSTM1	2944	1p13.3
GSTM2	2946	1p13.3
GSTM4	2948	1p13.3
GSTM5	2949	1p13.3
GSTM3	2947	1p13.3
EPS8L3	79574	1p13.3
CSF1	1435	1p13.3
AHCYL1	10768	1p13.3
STRIP1	85369	1p13.3
ALX3	257	1p13.3
LINC01397	104355139	1p13.3
UBL4B	164153	1p13.3
SLC6A17	388662	1p13.3
KCNC4-AS1	100873974	1p13.3
KCNC4	3749	1p13.3
LOC440600	440600	1p13.3
RBM15	64783	1p13.3
SLC16A4	9122	1p13.3
LAMTOR5	10542	1p13.3
LAMTOR5-AS1	101410535	1p13.3
PROK1	84432	1p13.3
CYMP	643160	1p13.3
LOC440602	440602	1p13.3
KCNA10	3744	1p13.3
KCNA2	3737	1p13.3
KCNA3	3738	1p13.3
CD53	963	1p13.3
LRIF1	55791	1p13.3
DRAM2	128338	1p13.3
CEPT1	10390	1p13.3
DENND2D	79961	1p13.3
CHI3L2	1117	1p13.2
CHIAP2	149620	1p13.2
CHIA	27159	1p13.2
PIFO	128344	1p13.2
PGCP1	441897	1p13.2
OVGP1	5016	1p13.2
WDR77	79084	1p13.2
ATP5F1	515	1p13.2
C1orf162	128346	1p13.2
TMIGD3	57413	1p13.2
ADORA3	140	1p13.2
LINC01160	100129269	1p13.2
RAP1A	5906	1p13.2
FAM212B	55924	1p13.2
FAM212B-AS1	100506343	1p13.2
LOC101928718	101928718	1p13.2
DDX20	11218	1p13.2
KCND3	3752	1p13.2
KCND3-IT1	100874295	1p13.2
KCND3-AS1	100873995	1p13.2
LOC643355	643355	1p13.2
CTTNBP2NL	55917	1p13.2
MIR4256	100422976	1p13.2
WNT2B	7482	1p13.2
ST7L	54879	1p13.2
CAPZA1	829	1p13.2
MOV10	4343	1p13.2
RHOC	389	1p13.2
PPM1J	333926	1p13.2
FAM19A3	284467	1p13.2
LINC01356	100996702	1p13.2
SLC16A1	6566	1p13.2
AKR7A2P1	246182	1p13.2
SLC16A1-AS1	100506392	1p13.2
LOC100996251	100996251	1p13.2
LRIG2	9860	1p13.2
LOC643441	643441	1p13.2
MAGI3	260425	1p13.2
PHTF1	10745	1p13.2
RSBN1	54665	1p13.2
AP4B1-AS1	100287722	1p13.2
PTPN22	26191	1p13.2
BCL2L15	440603	1p13.2
AP4B1	10717	1p13.2
DCLRE1B	64858	1p13.2
HIPK1-AS1	101928846	1p13.2
HIPK1	204851	1p13.2
OLFML3	56944	1p13.2
SYT6	148281	1p13.2
TRIM33	51592	1p13.2
BCAS2	10286	1p13.2
DENND2C	163259	1p13.2
AMPD1	270	1p13.2
NRAS	4893	1p13.2
CSDE1	7812	1p13.2
SIKE1	80143	1p13.2
SYCP1	6847	1p13.2
TSHB	7252	1p13.2
TSPAN2	10100	1p13.2
NGF	4803	1p13.2
VANGL1	81839	1p13.1
CASQ2	845	1p13.1
NHLH2	4808	1p13.1
LOC101928995	101928995	1p13.1
LOC101928977	101928977	1p13.1
SLC22A15	55356	1p13.1
MAB21L3	126868	1p13.1
ATP1A1	476	1p13.1
ATP1A1-AS1	84852	1p13.1
LOC101929023	101929023	1p13.1
CD58	965	1p13.1
MIR548AC	100616384	1p13.1
IGSF3	3321	1p13.1
MIR320B1	100302117	1p13.1
C1orf137	388667	1p13.1
CD2	914	1p13.1
PTGFRN	5738	1p13.1
CD101	9398	1p13.1
LOC101929099	101929099	1p13.1
TTF2	8458	1p13.1
MIR942	100126331	1p13.1
TRIM45	80263	1p13.1
VTCN1	79679	1p13.1
LINC01525	104355292	1p12
MAN1A2	10905	1p12
LOC100996263	100996263	1p12
FAM46C	54855	1p12
GDAP2	54834	1p12
WDR3	10885	1p12
SPAG17	200162	1p12
TBX15	6913	1p12
LOC105378933	105378933	1p12
WARS2	10352	1p12
WARS2-IT1	104472716	1p12
LOC101929147	101929147	1p12
HAO2-IT1	100874270	1p12
HAO2	51179	1p12
HSD3B2	3284	1p12
HSD3B1	3283	1p12
HSD3BP4	128102	1p12
LINC00622	644242	1p12
ZNF697	90874	1p12
PHGDH	26227	1p12
HMGCS2	3158	1p12
REG4	83998	1p12
NBPF7	343505	1p12
ADAM30	11085	1p12
NOTCH2	4853	1p12
ANKRD34A	284615	1q21.1
ANKRD35	148741	1q21.1
CD160	11126	1q21.1
CH17-408M7.1	102724558	1q21.1
DRD5P2	1818	1q21.1
EMBP1	647121	1p11.2
FAM231D	644634	1q21.1
FAM72B	653820	1p11.2
FAM72C	554282	1q21.1
FAM72D	728833	1q21.1
FCGR1B	2210	1p11.2
FCGR1CP	100132417	1q21.1
GNRHR2	114814	1q21.1
GPR89A	653519	1q21.1
HFE2	148738	1q21.1
HIST2H2BA	337875	1p11.2
HYDIN2	100288805	1q21.1
ITGA10	8515	1q21.1
LINC00623	728855	1p11.2
LIX1L	128077	1q21.1
LOC101927429	101927429	1q21.1
LOC101928979	101928979	1q21.1
LOC101929798	101929798	1p11.2
LOC103091866	103091866	1q21.1
LOC388692	388692	1q21.1
LOC645166	645166	1q21.1
MIR6736	102466191	1q21.1
NBPF10	100132406	1q21.1
NBPF15	284565	1q21.1
NBPF20	100288142	1q21.1
NBPF25P	101929780	1q21.1
NBPF8	728841	1p11.2
NOTCH2NL	388677	1q21.1
NUDT17	200035	1q21.1
NUDT4P1	440672	1q21.1
NUDT4P2	170688	1q21.1
PDZK1	5174	1q21.1
PEX11B	8799	1q21.1
PFN1P2	767846	1p11.2
PIAS3	10401	1q21.1
POLR3C	10623	1q21.1
POLR3GL	84265	1q21.1
PPIAL4A	653505	1p11.2
PPIAL4D	645142	1q21.1
PPIAL4E	730262	1q21.1
RBM8A	9939	1q21.1
RNF115	27246	1q21.1
RNVU1-14	101954266	1q21.1
RNVU1-15	101954267	1q21.1
RNVU1-17	101954269	1q21.1
RNVU1-19	101954277	1p11.2
RNVU1-20	101954268	1p11.2
RNVU1-4	101954264	1p11.2
RNVU1-6	101954276	1q21.1
SEC22B	9554	1p12
SRGAP2-AS1	100873165	1p11.2
SRGAP2B	647135	1q21.1
SRGAP2C	653464	1p11.2
SRGAP2D	100996712	1q21.1
TXNIP	10628	1q21.1
ACP6	51205	1q21.2
BCL9	607	1q21.2
BOLA1	51027	1q21.2
CHD1L	9557	1q21.1
FCGR1A	2209	1q21.2
FMO5	2330	1q21.1
GJA5	2702	1q21.2
GJA8	2703	1q21.2
GPR89B	51463	1q21.2
HIST2H2AA3	8337	1q21.2
HIST2H2AB	317772	1q21.2
HIST2H2AC	8338	1q21.2
HIST2H2BC	337873	1q21.2
HIST2H2BE	8349	1q21.2
HIST2H2BF	440689	1q21.2
HIST2H3A	333932	1q21.2
HIST2H3D	653604	1q21.2
HIST2H4A	8370	1q21.2
LINC00624	100289211	1q21.1
LINC00869	57234	1q21.2
LINC01138	388685	1q21.2
LOC100132057	100132057	1q21.2
LOC100505824	100505824	1q21.2
LOC101927468	101927468	1q21.2
LOC728989	728989	1q21.1
MIR5087	100847044	1q21.2
MIR6077	102466225	1q21.2
NBPF11	200030	1q21.2
NBPF12	149013	1q21.1
NBPF13P	644861	1q21.1
NBPF14	25832	1q21.2
NBPF9	400818	1q21.2
PDE4DIP	9659	1q21.2
PDIA3P1	171423	1q21.1
PDZK1P1	100034743	1q21.2
PPIAL4C	653598	1q21.2
PPIAL4G	644591	1q21.2
PRKAB2	5565	1q21.1
RNVU1-1	101954273	1q21.2
RNVU1-3	101954272	1q21.2
RNVU1-7	26864	1q21.2
RNVU1-8	101447996	1q21.1
SV2A	9900	1q21.2
SF3B4	10262	1q21.2
MTMR11	10903	1q21.2
OTUD7B	56957	1q21.2
VPS45	11311	1q21.2
PLEKHO1	51177	1q21.2
LOC105371433	105371433	1q21.2
ANP32E	81611	1q21.2
CA14	23632	1q21.2
APH1A	51107	1q21.2
C1orf54	79630	1q21.2
CIART	148523	1q21.2
MRPS21	54460	1q21.2
PRPF3	9129	1q21.2
RPRD2	23248	1q21.2
MIR6878	102465529	1q21.2
TARS2	80222	1q21.2
ECM1	1893	1q21.2
FALEC	100874054	1q21.2
ADAMTSL4	54507	1q21.2
MIR4257	100422997	1q21.2
ADAMTSL4-AS1	574406	1q21.2
MCL1	4170	1q21.2
ENSA	2029	1q21.3
GOLPH3L	55204	1q21.3
HORMAD1	84072	1q21.3
CTSS	1520	1q21.3
CTSK	1513	1q21.3
ARNT	405	1q21.3
SETDB1	9869	1q21.3
CERS2	29956	1q21.3
ANXA9	8416	1q21.3
FAM63A	55793	1q21.3
PRUNE1	58497	1q21.3
BNIPL	149428	1q21.3
C1orf56	54964	1q21.3
CDC42SE1	56882	1q21.3
MLLT11	10962	1q21.3
GABPB2	126626	1q21.3
SEMA6C	10500	1q21.3
LYSMD1	388695	1q21.3
TNFAIP8L2-SCNM1	100534012	1q21.3
TNFAIP8L2	79626	1q21.3
SCNM1	79005	1q21.3
TMOD4	29765	1q21.3
VPS72	6944	1q21.3
PIP5K1A	8394	1q21.3
PSMD4	5710	1q21.3
LOC100507670	100507670	1q21.3
ZNF687	57592	1q21.3
PI4KB	5298	1q21.3
RFX5	5993	1q21.3
GBAT2	101927886	1q21.3
POGZ	23126	1q21.3
PSMB4	5692	1q21.3
SELENBP1	8991	1q21.3
CGN	57530	1q21.3
TUFT1	7286	1q21.3
MIR554	693139	1q21.3
SNX27	81609	1q21.3
CELF3	11189	1q21.3
RIIAD1	284485	1q21.3
MRPL9	65005	1q21.3
OAZ3	51686	1q21.3
TDRKH	11022	1q21.3
LINGO4	339398	1q21.3
RORC	6097	1q21.3
C2CD4D	100191040	1q21.3
LOC100132111	100132111	1q21.3
THEM5	284486	1q21.3
THEM4	117145	1q21.3
S100A10	6281	1q21.3
NBPF18P	441908	1q21.3
S100A11	6282	1q21.3
LOC100131107	100131107	1q21.3
TCHHL1	126637	1q21.3
TCHH	7062	1q21.3
RPTN	126638	1q21.3
HRNR	388697	1q21.3
FLG	2312	1q21.3
FLG-AS1	339400	1q21.3
FLG2	388698	1q21.3
CRNN	49860	1q21.3
LCE5A	254910	1q21.3
CRCT1	54544	1q21.3
LCE3B	353143	1q21.3
LCE3C	353144	1q21.3
LCE3D	84648	1q21.3
LCE3E	353145	1q21.3
LCE3A	353142	1q21.3
LCE2D	353141	1q21.3
LCE2B	26239	1q21.3
LCE2C	353140	1q21.3
LCE2A	353139	1q21.3
LCE4A	199834	1q21.3
C1orf68	100129271	1q21.3
KPRP	448834	1q21.3
LCE1F	353137	1q21.3
LCE1C	353133	1q21.3
LCE1D	353134	1q21.3
LCE1E	353135	1q21.3
LCE1B	353132	1q21.3
LCE1A	353131	1q21.3
LCE6A	448835	1q21.3
SMCP	4184	1q21.3
IVL	3713	1q21.3
SPRR4	163778	1q21.3
SPRR1A	6698	1q21.3
SPRR3	6707	1q21.3
SPRR1B	6699	1q21.3
SPRR2D	6703	1q21.3
SPRR2A	6700	1q21.3
SPRR2B	6701	1q21.3
SPRR2E	6704	1q21.3
SPRR2F	6705	1q21.3
SPRR2C	6702	1q21.3
SPRR2G	6706	1q21.3
LOC101928009	101928009	1q21.3
LELP1	149018	1q21.3
PRR9	574414	1q21.3
LOR	4014	1q21.3
PGLYRP3	114771	1q21.3
PGLYRP4	57115	1q21.3
S100A12	6283	1q21.3
S100A8	6279	1q21.3
S100A9	6280	1q21.3
S100A7A	338324	1q21.3
S100A7L2	645922	1q21.3
S100A7	6278	1q21.3
LOC101928034	101928034	1q21.3
S100A3	6274	1q21.3
S100A4	6275	1q21.3
S100A5	6276	1q21.3
S100A6	6277	1q21.3
S100A2	6273	1q21.3
S100A16	140576	1q21.3
S100A14	57402	1q21.3
S100A13	6284	1q21.3
S100A1	6271	1q21.3
CHTOP	26097	1q21.3
SNAPIN	23557	1q21.3
ILF2	3608	1q21.3
NPR1	4881	1q21.3
MIR8083	102466879	1q21.3
INTS3	65123	1q21.3
SLC27A3	11000	1q21.3
LOC343052	343052	1q21.3
GATAD2B	57459	1q21.3
DENND4B	9909	1q21.3
CRTC2	200186	1q21.3
SLC39A1	27173	1q21.3
CREB3L4	148327	1q21.3
MIR6737	102465441	1q21.3
JTB	10899	1q21.3
RAB13	5872	1q21.3
NUP210L	91181	1q21.3
RPS27	6232	1q21.3
MIR5698	100847024	1q21.3
TPM3	7170	1q21.3
MIR190B	100126346	1q21.3
C1orf189	388701	1q21.3
C1orf43	25912	1q21.3
UBAP2L	9898	1q21.3
HAX1	10456	1q21.3
AQP10	89872	1q21.3
ATP8B2	57198	1q21.3
IL6R	3570	1q21.3
SHE	126669	1q21.3
TDRD10	126668	1q21.3
UBE2Q1	55585	1q21.3
UBE2Q1-AS1	100874097	1q21.3
CHRNB2	1141	1q21.3
ADAR	103	1q21.3
KCNN3	3782	1q21.3
PMVK	10654	1q21.3
PBXIP1	57326	1q21.3
LOC101928120	101928120	1q21.3
PYGO2	90780	1q21.3
SHC1	6464	1q21.3
CKS1B	1163	1q21.3
MIR4258	100423020	1q21.3
FLAD1	80308	1q21.3
LENEP	55891	1q21.3
ZBTB7B	51043	1q21.3
DCST2	127579	1q21.3
DCST1	149095	1q21.3
LOC100505666	100505666	1q21.3
ADAM15	8751	1q21.3
EFNA4	1945	1q21.3
EFNA3	1944	1q21.3
EFNA1	1942	1q22
SLC50A1	55974	1q22
DPM3	54344	1q22
KRTCAP2	200185	1q22
TRIM46	80128	1q22
MIR92B	693235	1q22
MUC1	4582	1q22
THBS3	7059	1q22
MTX1	4580	1q22
GBAP1	2630	1q22
GBA	2629	1q22
FAM189B	10712	1q22
SCAMP3	10067	1q22
CLK2	1196	1q22
HCN3	57657	1q22
PKLR	5313	1q22
FDPS	2224	1q22
RUSC1-AS1	284618	1q22
RUSC1	23623	1q22
ASH1L	55870	1q22
MIR555	693140	1q22
POU5F1P4	645682	1q22
ASH1L-AS1	645676	1q22
MSTO1	55154	1q22
MSTO2P	100129405	1q22
YY1AP1	55249	1q22
SCARNA26A	106633810	1q22
DAP3	7818	1q22
GON4L	54856	1q22
SCARNA26B	106633816	1q22
SYT11	23208	1q22
RIT1	6016	1q22
KIAA0907	22889	1q22
SNORA80E	677823	1q22
SCARNA4	677771	1q22
RXFP4	339403	1q22
ARHGEF2	9181	1q22
MIR6738	102465442	1q22
SSR2	6746	1q22
UBQLN4	56893	1q22
LAMTOR2	28956	1q22
RAB25	57111	1q22
MEX3A	92312	1q22
LMNA	4000	1q22
SEMA4A	64218	1q22
SLC25A44	9673	1q22
PMF1-BGLAP	100527963	1q22
PMF1	11243	1q22
BGLAP	632	1q22
PAQR6	79957	1q22
SMG5	23381	1q22
TMEM79	84283	1q22
GLMP	112770	1q22
VHLL	391104	1q22
CCT3	7203	1q22
TSACC	128229	1q22
RHBG	57127	1q22
C1orf61	10485	1q22
MIR9-1	407046	1q22
MEF2D	4209	1q22
IQGAP3	128239	1q22
TTC24	164118	1q22
NAXE	128240	1q22
GPATCH4	54865	1q22
LOC101928177	101928177	1q23.1
HAPLN2	60484	1q23.1
BCAN	63827	1q23.1
NES	10763	1q23.1
CRABP2	1382	1q23.1
ISG20L2	81875	1q23.1
RRNAD1	51093	1q23.1
MRPL24	79590	1q23.1
HDGF	3068	1q23.1
PRCC	5546	1q23.1
SH2D2A	9047	1q23.1
NTRK1	4914	1q23.1
INSRR	3645	1q23.1
PEAR1	375033	1q23.1
LRRC71	149499	1q23.1
ARHGEF11	9826	1q23.1
MIR765	768220	1q23.1
ETV3L	440695	1q23.1
ETV3	2117	1q23.1
CYCSP52	360155	1q23.1
FCRL5	83416	1q23.1
FCRL4	83417	1q23.1
FCRL3	115352	1q23.1
FCRL2	79368	1q23.1
FCRL1	115350	1q23.1
CD5L	922	1q23.1
LOC105371458	105371458	1q23.1
KIRREL	55243	1q23.1
LOC646268	646268	1q23.1
CD1D	912	1q23.1
CD1A	909	1q23.1
CD1C	911	1q23.1
CD1B	910	1q23.1
CD1E	913	1q23.1
OR10T2	128360	1q23.1
OR10K2	391107	1q23.1
OR10K1	391109	1q23.1
OR10R2	343406	1q23.1
OR10X1	128367	1q23.1
OR6P1	128366	1q23.1
OR6Y1	391112	1q23.1
OR10Z1	128368	1q23.1
SPTA1	6708	1q23.1
