Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band
ENSG00000198804	MT	5904	7445	
ENSG00000210151	MT	7446	7514	
ENSG00000210154	MT	7518	7585	
ENSG00000198712	MT	7586	8269	
ENSG00000210156	MT	8295	8364	
ENSG00000207405	16	1962973	1963106	p13.3
ENSG00000266019	7	98881650	98881729	q22.1
ENSG00000199953	17	45327366	45327497	q21.31
ENSG00000228253	MT	8366	8572	
ENSG00000252517	2	194664107	194664174	q32.3
ENSG00000207128	8	10476223	10476329	p23.1
ENSG00000198899	MT	8527	9207	
ENSG00000265462	16	21506049	21506135	p12.2
ENSG00000239748	18	70512727	70513008	q22.2
ENSG00000277568	5	146510116	146510271	q32
ENSG00000198938	MT	9207	9990	
ENSG00000252358	8	63609354	63609600	q12.3
ENSG00000210164	MT	9991	10058	
ENSG00000198840	MT	10059	10404	
ENSG00000210174	MT	10405	10469	
ENSG00000212907	MT	10470	10766	
ENSG00000263572	6	6169304	6169435	p25.1
ENSG00000207129	5	88274258	88274376	q14.3
ENSG00000276365	5	149430646	149430733	q32
ENSG00000198886	MT	10760	12137	
ENSG00000284289	22	37967563	37967624	q13.1
ENSG00000276496	7	27186166	27186263	p15.2
ENSG00000210176	MT	12138	12206	
ENSG00000275474	CHR_HSCHR19LRC_LRC_S_CTG3_1	55052029	55070922	
ENSG00000222582	4	154787118	154787278	q32.1
ENSG00000210184	MT	12207	12265	
ENSG00000210191	MT	12266	12336	
ENSG00000264405	12	69584722	69584823	q15
ENSG00000221498	2	183064235	183064346	q32.1
ENSG00000198786	MT	12337	14148	
ENSG00000278334	7	27185832	27186018	p15.2
ENSG00000201583	9	105096756	105097061	q31.1
ENSG00000198695	MT	14149	14673	
ENSG00000252070	11	57450183	57450299	q12.1
ENSG00000274280	22	35336721	35336799	q12.3
ENSG00000210194	MT	14674	14742	
ENSG00000206862	X	118569405	118569515	q24
ENSG00000198727	MT	14747	15887	
ENSG00000201910	5	104098874	104099038	q21.2
ENSG00000252103	20	1529056	1529159	p13
ENSG00000210195	MT	15888	15953	
ENSG00000251841	Y	2784749	2784853	p11.2
ENSG00000210196	MT	15956	16023	
ENSG00000284246	11	118644000	118644079	q23.3
ENSG00000202395	13	37166352	37166658	q13.3
ENSG00000223162	9	27198287	27198401	p21.2
ENSG00000200998	4	78632273	78632385	q21.21
ENSG00000223245	2	41871271	41871388	p21
ENSG00000199200	10	34201979	34202074	p11.21
ENSG00000275174	15	21428879	21428985	q11.2
ENSG00000238783	15	30355436	30355540	q13.2
ENSG00000207706	19	53700015	53700101	q13.42
ENSG00000263479	6	96914699	96914995	q16.1
ENSG00000252441	X	115545637	115545717	q23
ENSG00000283438	22	23132730	23133005	q11.23
ENSG00000200427	6	85777639	85777755	q14.3
ENSG00000212538	1	163923670	163923873	q23.3
ENSG00000239640	1	52714399	52714695	p32.3
ENSG00000206606	5	51167541	51167647	q11.1
ENSG00000201179	7	105332790	105332896	q22.3
ENSG00000283484	15	88611847	88611924	q26.1
ENSG00000212140	2	94846533	94846639	q11.1
ENSG00000212422	7	10222797	10223011	p21.3
ENSG00000252416	10	42832447	42832550	q11.21
ENSG00000207214	7	124647719	124647822	q31.33
ENSG00000263615	13	99643059	99643149	q32.3
ENSG00000222345	3	52691378	52691453	p21.1
ENSG00000278633	KI270731.1	10598	13001	
ENSG00000253602	8	142247585	142247866	q24.3
ENSG00000274986	11	64898363	64898437	q13.1
ENSG00000206692	1	171253906	171254022	q24.3
ENSG00000277722	CHR_HSCHR19LRC_PGF2_CTG3_1	54102906	54107026	
ENSG00000223313	15	40529570	40529673	q15.1
ENSG00000207127	17	49416744	49416850	q21.33
ENSG00000238468	20	53668697	53668758	q13.2
ENSG00000252008	12	124901512	124901611	q24.31
ENSG00000199903	12	51037499	51037602	q13.12
ENSG00000284415	10	98395218	98395307	q24.2
ENSG00000207221	11	83041464	83041598	q14.1
ENSG00000276729	19	50019019	50019320	q13.33
ENSG00000265744	1	233624152	233624219	q42.2
ENSG00000222213	5	149606637	149606741	q32
ENSG00000238316	1	26642286	26642389	p36.11
ENSG00000202508	10	13511206	13511313	p13
ENSG00000281541	CHR_HG2030_PATCH	133350995	133351060	
ENSG00000265392	1	6429834	6429896	p36.31
ENSG00000252498	6	75644084	75644177	q14.1
ENSG00000222185	14	100998467	100998541	q32.31
ENSG00000264512	8	12719132	12719190	p23.1
ENSG00000200636	14	100988161	100988230	q32.31
ENSG00000264994	2	28913664	28913748	p23.2
ENSG00000242158	2	60640705	60641002	p16.1
ENSG00000278459	12	7856169	7856471	p13.31
ENSG00000202211	15	43247680	43247781	q15.2
ENSG00000201945	12	121107043	121107174	q24.31
ENSG00000266776	6	31701029	31701091	p21.33
ENSG00000199933	12	101719808	101719918	q23.2
ENSG00000238374	5	146245191	146245253	q32
ENSG00000212424	15	44884616	44884780	q21.1
ENSG00000202261	15	25250859	25250940	q11.2
ENSG00000273845	CHR_HSCHR15_3_CTG8	44844600	44844712	
ENSG00000199603	2	38147415	38147521	p22.2
ENSG00000201316	8	51015021	51015165	q11.21
ENSG00000202263	1	78094807	78094915	p31.1
ENSG00000280858	CHR_HG2030_PATCH	133348362	133351574	
ENSG00000222524	19	55737285	55737600	q13.42
ENSG00000207484	15	51884556	51884653	q21.2
ENSG00000275757	KI270733.1	173956	174108	
ENSG00000200670	7	65814672	65814775	q11.21
ENSG00000212036	2	49059603	49059658	p16.3
ENSG00000200600	5	23994502	23994603	p14.2
ENSG00000206969	14	102865856	102865963	q32.32
ENSG00000241745	1	52150104	52150419	p32.3
ENSG00000252261	8	32192028	32192153	p12
ENSG00000206867	8	41032892	41032998	p11.21
ENSG00000239224	14	102582888	102583177	q32.31
ENSG00000200564	15	25241746	25241827	q11.2
ENSG00000222486	13	81265747	81265837	q31.1
ENSG00000211580	19	46018932	46019049	q13.32
ENSG00000252015	2	141167257	141167357	q22.1
ENSG00000274625	22	18605355	18605497	q11.21
ENSG00000277401	CHR_HSCHR15_4_CTG8	29850002	29972346	
ENSG00000212292	1	154295503	154295601	q21.3
ENSG00000207383	2	112579484	112579584	q14.1
ENSG00000275652	19	40369846	40369907	q13.2
ENSG00000207170	2	18583367	18583468	p24.2
ENSG00000206630	16	2155023	2155105	p13.3
ENSG00000222658	9	12885321	12885417	p23
ENSG00000207186	2	241584968	241585075	q37.3
ENSG00000285224	CHR_HSCHR6_MHC_COX_CTG1	30904070	30916173	
ENSG00000201047	10	73082494	73082595	q22.1
ENSG00000251943	1	172613428	172613534	q24.3
ENSG00000276351	KI270721.1	52666	52734	
ENSG00000238517	19	20399272	20399354	p12
ENSG00000206941	11	75400391	75400538	q13.4
ENSG00000212388	15	84939617	84939723	q25.3
ENSG00000266038	8	6745164	6745244	p23.1
ENSG00000201274	5	132848577	132848696	q31.1
ENSG00000200593	15	25230838	25230919	q11.2
ENSG00000284190	17	59841266	59841337	q23.1
ENSG00000253028	7	52269437	52269569	p12.1
ENSG00000242668	19	53629713	53630041	q13.42
ENSG00000252554	6	129436875	129436980	q22.33
ENSG00000200008	15	33722492	33722596	q14
ENSG00000264893	CHR_HSCHR6_MHC_MCF_CTG1	32586571	32586718	
ENSG00000252374	7	14010669	14010763	p21.2
ENSG00000266619	6	44435641	44435722	p21.1
ENSG00000201962	3	25352284	25352392	p24.2
ENSG00000212460	5	138116573	138116680	q31.2
ENSG00000271739	7	120005976	120006101	q31.31
ENSG00000242509	20	36870099	36870402	q11.23
ENSG00000207458	13	40226827	40226932	q14.11
ENSG00000276153	CHR_HSCHR17_7_CTG4	38031608	38031709	
ENSG00000202216	2	179934402	179934527	q31.3
ENSG00000207976	10	96828669	96828764	q24.1
ENSG00000263697	9	137169186	137169270	q34.3
ENSG00000201501	20	50563009	50563110	q13.13
ENSG00000264073	22	27920525	27920612	q12.1
ENSG00000274663	17	38144201	38144287	q12
ENSG00000284229	8	144317246	144317315	q24.3
ENSG00000201574	2	231133462	231133630	q37.1
ENSG00000239823	17	64390158	64390263	q23.3
ENSG00000199273	7	40128121	40128232	p14.1
ENSG00000283262	2	88367793	88367862	p11.2
ENSG00000265617	20	60564562	60564625	q13.33
ENSG00000283969	7	44073378	44073433	p13
ENSG00000277891	CHR_HSCHR17_7_CTG4	37912034	37912140	
ENSG00000201164	16	68535515	68535658	q22.1
ENSG00000221697	6	33999972	34000051	p21.31
ENSG00000278770	17	45526466	45526746	q21.31
ENSG00000274932	9	123485529	123485622	q33.3
ENSG00000251904	8	88396437	88396547	q21.3
ENSG00000207734	19	53712268	53712354	q13.42
ENSG00000266419	CHR_HSCHR6_MHC_DBB_CTG1	31518553	31518628	
ENSG00000212160	4	110278185	110278291	q25
ENSG00000275724	CHR_HSCHR19LRC_LRC_T_CTG3_1	54102906	54107026	
ENSG00000244335	X	153666226	153666510	q28
ENSG00000264792	5	14825929	14826012	p15.2
ENSG00000277249	17	45114367	45114433	q21.31
ENSG00000264922	9	36864254	36864308	p13.2
ENSG00000252420	3	61739127	61739229	p14.2
ENSG00000284175	22	46113566	46113657	q13.31
ENSG00000200860	14	66177527	66177635	q23.3
ENSG00000200608	14	100968111	100968185	q32.31
ENSG00000207444	14	71398337	71398407	q24.2
ENSG00000207990	7	129770383	129770492	q32.2
ENSG00000207020	5	139554900	139555001	q31.2
ENSG00000207692	7	127058088	127058184	q31.33
ENSG00000274452	17	43290291	43290481	q21.31
ENSG00000201763	8	59455885	59456010	q12.1
ENSG00000273961	7	27185433	27185530	p15.2
ENSG00000201955	5	79170234	79170335	q14.1
ENSG00000207569	14	100881886	100881978	q32.2
ENSG00000212324	10	83764358	83764464	q23.1
ENSG00000199410	X	16912215	16912317	p22.2
ENSG00000200842	17	62036833	62036945	q23.2
ENSG00000258045	12	55731264	55731531	q13.2
ENSG00000207008	11	2963771	2963893	p15.4
ENSG00000206843	7	139315291	139315394	q34
ENSG00000199550	11	2372638	2372750	p15.5
ENSG00000263712	6	16141556	16141624	p22.3
ENSG00000265014	11	46451805	46451889	p11.2
ENSG00000212182	2	114005440	114005655	q14.1
ENSG00000199801	17	69985986	69986094	q24.3
ENSG00000252636	17	49036352	49036455	q21.32
ENSG00000283313	4	70848136	70848218	q13.3
ENSG00000207490	6	25383599	25383702	p22.2
ENSG00000284085	17	28861655	28861730	q11.2
ENSG00000263511	10	641689	641778	p15.3
ENSG00000200893	16	20784509	20784615	p12.3
ENSG00000207082	1	164639565	164639671	q23.3
ENSG00000199130	16	14309285	14309371	p13.12
ENSG00000264698	1	37161563	37161634	p34.3
ENSG00000207118	11	123058909	123058995	q24.1
ENSG00000252370	17	34120056	34120167	q12
ENSG00000273929	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54868959	54869065	
ENSG00000238447	17	57685529	57685592	q22
ENSG00000207076	6	43474186	43474292	p21.1
ENSG00000242912	10	114423770	114424067	q25.3
ENSG00000200745	2	236210373	236210548	q37.2
ENSG00000207516	15	45537250	45537377	q21.1
ENSG00000202182	14	63848261	63848362	q23.2
ENSG00000221241	19	50799442	50799532	q13.33
ENSG00000252404	1	9082696	9082879	p36.23
ENSG00000264802	1	201719508	201719627	q32.1
ENSG00000278140	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54868982	54869088	
ENSG00000243339	3	196399911	196400207	q29
ENSG00000207360	9	15776181	15776286	p22.3
ENSG00000221420	3	186786675	186786852	q27.3
ENSG00000212383	12	56861375	56861508	q13.3
ENSG00000252113	10	67858818	67858871	q21.3
ENSG00000221476	12	100189884	100189949	q23.1
ENSG00000251870	18	58926197	58926296	q21.32
ENSG00000199630	6	89841329	89841424	q15
ENSG00000278124	1	22010650	22010946	p36.12
ENSG00000252074	16	30675300	30675402	p11.2
ENSG00000284489	11	65129916	65129978	q13.1
ENSG00000201405	1	23370254	23370346	p36.12
ENSG00000202231	X	100822620	100822752	q22.1
ENSG00000200146	11	80527960	80528066	q14.1
ENSG00000222251	2	60998752	60998888	p16.1
ENSG00000278322	CHR_HSCHR19LRC_COX2_CTG3_1	54173854	54190480	
ENSG00000278378	CHR_HSCHR19LRC_PGF2_CTG3_1	54094681	54102740	
ENSG00000201545	3	19996803	19996925	p24.3
ENSG00000274755	9	115734392	115734491	q33.1
ENSG00000239211	8	101397636	101397933	q22.3
ENSG00000206808	11	33171381	33171490	p13
ENSG00000253021	19	44085213	44085303	q13.31
ENSG00000239184	8	68695643	68695779	q13.2
ENSG00000200313	20	5346006	5346160	p12.3
ENSG00000244514	17	48765554	48765847	q21.32
ENSG00000200623	15	66503243	66503314	q22.31
ENSG00000201535	11	118836010	118836111	q23.3
ENSG00000251925	Y	23423099	23423236	q11.223
ENSG00000252577	17	60231516	60231646	q23.2
ENSG00000199914	14	100973595	100973664	q32.31
ENSG00000212224	20	41712479	41712600	q12
ENSG00000201907	15	25239838	25239919	q11.2
ENSG00000221496	17	44303965	44304203	q21.31
ENSG00000238493	2	55456106	55456204	p16.1
ENSG00000272469	8	73833773	73834042	q21.11
ENSG00000200135	12	112149360	112149472	q24.13
ENSG00000222503	10	103673158	103673265	q24.33
ENSG00000221332	6	75398860	75399067	q14.1
ENSG00000200794	12	109662863	109663183	q24.11
ENSG00000199944	6	109059509	109059614	q21
ENSG00000275796	CHR_HSCHR19LRC_COX2_CTG3_1	54636119	54671975	
ENSG00000244232	3	128785147	128785448	q21.3
ENSG00000210181	3	36968191	36968316	p22.2
ENSG00000242657	X	70222006	70222314	q13.1
ENSG00000202191	14	100924824	100924892	q32.31
ENSG00000206766	18	24218300	24218404	q11.2
ENSG00000199373	18	32176050	32176168	q12.1
ENSG00000274963	1	150568971	150569269	q21.2
ENSG00000199363	3	183453814	183453944	q27.1
ENSG00000277242	CHR_HSCHR16_1_CTG1	16399228	16399327	
ENSG00000266672	CHR_HSCHR6_MHC_COX_CTG1	29578848	29578931	
ENSG00000199874	18	24170505	24170623	q11.2
ENSG00000212363	5	74882656	74882783	q13.3
ENSG00000206739	22	19045256	19045367	q11.21
ENSG00000252011	1	246833448	246833529	q44
ENSG00000251844	12	97552137	97552228	q23.1
ENSG00000252826	1	143720510	143720644	q21.1
ENSG00000199929	16	26028912	26029025	p12.1
ENSG00000265882	3	195553792	195554043	q29
ENSG00000200162	3	153607377	153607479	q25.2
ENSG00000222439	20	63337339	63337449	q13.33
ENSG00000274075	12	27824207	27824382	p11.22
ENSG00000201355	1	228639337	228639455	q42.13
ENSG00000265634	CHR_HSCHR6_MHC_APD_CTG1	29582350	29582433	
ENSG00000274046	21	7092616	7092716	p11.2
ENSG00000199458	6	121453981	121454121	q22.31
ENSG00000201358	14	50068568	50068873	q21.3
ENSG00000200949	15	25228967	25229048	q11.2
ENSG00000222666	10	28408039	28408251	p12.1
ENSG00000275981	3	4750333	4750685	p26.1
ENSG00000272533	14	103337849	103337974	q32.32
ENSG00000212330	14	102501676	102501779	q32.31
ENSG00000199405	8	55902723	55902855	q12.1
ENSG00000273782	19	15834730	15834804	p13.12
ENSG00000200163	15	25203227	25203308	q11.2
ENSG00000272435	12	34205699	34205817	p11.1
ENSG00000252587	16	35754923	35755033	p11.1
ENSG00000239471	15	20095733	20096029	q11.1
ENSG00000283200	8	128008898	128008956	q24.21
ENSG00000278712	CHR_HSCHR19LRC_PGF2_CTG3_1	54190866	54195141	
ENSG00000265510	2	88812370	88812454	p11.2
ENSG00000252147	X	119456558	119456658	q24
ENSG00000265422	1	22719517	22719598	p36.12
ENSG00000206738	4	2615124	2615224	p16.3
ENSG00000274063	CHR_HSCHR6_MHC_COX_CTG1	29060593	29073129	
ENSG00000284357	1	9151668	9151777	p36.22
ENSG00000264024	14	105858124	105858175	q32.33
ENSG00000244618	6	25031009	25031287	p22.3
ENSG00000220988	19	50802328	50802418	q13.33
ENSG00000274809	10	3991160	3991259	p15.1
ENSG00000252897	2	82268612	82268706	p12
ENSG00000242281	9	129370170	129370461	q34.11
ENSG00000211574	14	100852390	100852487	q32.2
ENSG00000263512	15	66040233	66040332	q22.31
ENSG00000199849	1	164351273	164351388	q23.3
ENSG00000276222	CHR_HSCHR17_2_CTG5	46226740	46226841	
ENSG00000265535	1	59974757	59975054	p32.1
ENSG00000207117	2	159536244	159536346	q24.2
ENSG00000222874	20	46859333	46859672	q13.12
ENSG00000207041	X	141118030	141118136	q27.1
ENSG00000252684	5	76948791	76948870	q13.3
ENSG00000212199	2	131229607	131229713	q21.1
ENSG00000206639	X	21872707	21872808	p22.12
ENSG00000278643	19	11033727	11033912	p13.2
ENSG00000277707	CHR_HSCHR19LRC_PGF1_CTG3_1	54115536	54131896	
ENSG00000207430	15	30581184	30581316	q13.2
ENSG00000201579	12	56588518	56588621	q13.3
ENSG00000281309	CHR_HG2030_PATCH	133328922	133336546	
ENSG00000274759	4	67439992	67440118	q13.2
ENSG00000284360	12	62260359	62260454	q14.1
ENSG00000252426	Y	25723342	25723495	q11.23
ENSG00000199755	14	67340068	67340176	q23.3
ENSG00000221628	2	207269275	207269424	q33.3
ENSG00000276580	8	6622124	6622220	p23.1
ENSG00000240772	4	167400495	167400762	q32.3
ENSG00000265776	16	18405698	18405762	p12.3
ENSG00000199219	5	173362134	173362240	q35.2
ENSG00000212553	13	39857135	39857227	q14.11
ENSG00000200091	6	75654970	75655299	q14.1
ENSG00000207156	3	146996607	146996713	q24
ENSG00000272036	11	72615063	72615130	q13.4
ENSG00000281156	9	92292458	92292547	q22.31
ENSG00000201807	6	136855698	136855831	q23.3
ENSG00000243548	4	28711198	28711476	p15.1
ENSG00000283904	21	25573980	25574044	q21.3
ENSG00000276176	11	128522390	128522449	q24.3
ENSG00000252955	4	72965178	72965303	q13.3
ENSG00000252132	10	38043873	38043975	p11.1
ENSG00000201351	14	90177222	90177330	q32.11
ENSG00000278328	19	55239912	55239976	q13.42
ENSG00000242266	7	147940007	147940301	q35
ENSG00000207468	10	119060011	119060138	q26.11
ENSG00000227773	1	155396010	155396978	q22
ENSG00000142530	19	50466785	50476753	q13.33
ENSG00000232672	1	77773865	77774864	p31.1
ENSG00000086967	19	50432903	50466321	q13.33
ENSG00000142552	19	49527618	49546962	q13.33
ENSG00000274029	12	121190868	121191518	q24.31
ENSG00000275433	CHR_HSCHR19KIR_FH08_A_HAP_CTG3_1	54726054	54736537	
ENSG00000112379	6	138161921	138344663	q23.3
ENSG00000103642	15	63121800	63142061	q22.2
ENSG00000228150	1	9942923	9949974	p36.22
ENSG00000232144	2	62552463	62553434	p15
ENSG00000170855	12	120443961	120446412	q24.31
ENSG00000233705	7	107653968	107662151	q22.3
ENSG00000256695	12	120389546	120395994	q24.31
ENSG00000127412	7	142908101	142933808	q34
ENSG00000248569	5	80351021	80351956	q14.1
ENSG00000228092	10	77433572	77433782	q22.3
ENSG00000273797	14	69617122	69617648	q24.1
ENSG00000184022	1	248590487	248597700	q44
ENSG00000254106	5	109883182	109884751	q21.3
ENSG00000171180	1	248231417	248244679	q44
ENSG00000105732	19	42068477	42081549	q13.2
ENSG00000228684	CHR_HSCHR6_MHC_MANN_CTG1	32884471	32885407	
ENSG00000229547	X	84934151	84934890	q21.1
ENSG00000137955	1	75786197	75795079	p31.1
ENSG00000237145	CHR_HSCHR6_MHC_MANN_CTG1	32860339	32861169	
ENSG00000143224	1	161166410	161178013	q23.3
ENSG00000134285	12	48921518	48926474	q13.12
ENSG00000165259	X	84317874	84502479	q21.1
ENSG00000258904	14	100263781	100265405	q32.2
ENSG00000258504	14	100291117	100294656	q32.2
ENSG00000172602	12	48857145	48865898	q13.12
ENSG00000231464	3	195996738	195998233	q29
ENSG00000250790	12	132911470	132914732	q24.33
ENSG00000163352	1	154993586	154994315	q21.3
ENSG00000196074	20	59863563	59933655	q13.33
ENSG00000227671	1	247189851	247210856	q44
ENSG00000213579	1	75582099	75582555	p31.1
ENSG00000224493	1	75521562	75522231	p31.1
ENSG00000260107	16	1997654	1998374	p13.3
ENSG00000271187	1	191179521	191179739	q31.2
ENSG00000260261	3	195913078	195954485	q29
ENSG00000167962	16	1997654	2009823	p13.3
ENSG00000232212	1	189775465	189814918	q31.1
ENSG00000254880	11	125158461	125164609	q24.2
ENSG00000227994	1	44172506	44172719	p34.1
ENSG00000238037	1	44155028	44155301	p34.1
ENSG00000211751	7	142791694	142793368	q34
ENSG00000204983	7	142749468	142753076	q34
ENSG00000225412	CHR_HSCHR6_MHC_MANN_CTG1	32433363	32446554	
ENSG00000167535	12	48813794	48828941	q13.12
ENSG00000244273	7	142722358	142722764	q34
ENSG00000273175	1	244864738	244865272	q44
ENSG00000220660	6	136364129	136365079	q23.3
ENSG00000203667	1	244835322	244845057	q44
ENSG00000279838	1	185292384	185294372	q25.3
ENSG00000233583	1	185262286	185264356	q25.3
ENSG00000173627	1	183646404	183653316	q25.3
ENSG00000277392	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	54724479	54736494	
ENSG00000230615	1	44030443	44115913	p34.1
ENSG00000251050	5	80019609	80019920	q14.1
ENSG00000198756	1	183929854	184037729	q25.3
ENSG00000113296	5	79991311	80083287	q14.1
ENSG00000255575	12	120057035	120057180	q24.23
ENSG00000168813	19	32345594	32387667	q13.11
ENSG00000227163	1	44087958	44088477	p34.1
ENSG00000159214	1	43991359	43996528	p34.1
ENSG00000185437	21	39445855	39515506	q22.2
ENSG00000249778	5	80033171	80033302	q14.1
ENSG00000272864	1	74698769	74699333	p31.1
ENSG00000271198	14	99964529	99965378	q32.2
ENSG00000231500	6	33272010	33276510	p21.32
ENSG00000198860	1	184051651	184123978	q25.3
ENSG00000150433	11	125096545	125111763	q24.2
ENSG00000228349	21	39491544	39491898	q22.2
ENSG00000271547	12	48800576	48801086	q13.12
ENSG00000226210	12	14522	32015	p13.33
ENSG00000259062	14	68979682	68987463	q24.1
ENSG00000242293	14	69023150	69023308	q24.1
ENSG00000182093	21	39377698	39428528	q22.2
ENSG00000274108	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	54738481	54752986	
ENSG00000157379	14	24290598	24299833	q12
ENSG00000108576	17	30194319	30236002	q11.2
ENSG00000223501	6	33250272	33272047	p21.32
ENSG00000116791	1	74705482	74733408	p31.1
ENSG00000259165	14	69083398	69085389	q24.1
ENSG00000139990	14	69050881	69153150	q24.1
ENSG00000160691	1	154962298	154974395	q21.3
ENSG00000231791	1	184329071	184332826	q25.3
ENSG00000271387	1	184385753	184386704	q25.3
ENSG00000230470	1	184408337	184412360	q25.3
ENSG00000232036	1	184566511	184567835	q25.3
ENSG00000116667	1	184387058	184629020	q25.3
ENSG00000267213	19	32390050	32405560	q13.11
ENSG00000178904	19	32405543	32485895	q13.11
ENSG00000285847	1	184635654	184664303	q25.3
ENSG00000264125	17	30204318	30206468	q11.2
ENSG00000278368	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	54816432	54830744	
ENSG00000170264	2	61824854	61854143	p15
ENSG00000116406	1	184690231	184754913	q25.3
ENSG00000235808	21	39488327	39488760	q22.2
ENSG00000165105	9	82979585	83063177	q21.32
ENSG00000232940	6	33249534	33254989	p21.32
